Source_0,Source_1,Source_2,Source_3,Source_4,Source_5,Source_6,Source_7,Source_8,Source_9,Source_10,Source_11,Source_12,Source_13,Source_14,Source_15,Source_16,Source_17,Source_18,Source_19,Source_20,Source_21,Source_22,Source_23,Source_24,Source_25,Source_26,Source_27,Source_28,Source_29,Source_30,Source_31,Source_32,Source_33,Source_34,Source_35,Source_36,Source_37,Source_38,Source_39,Source_40
-0.030593,0.014077,-0.031514,0.001539,0.023622,-0.006558,0.061458,0.087252,-0.041438,0.03608,-0.018623,0.020148,0.002373,0.035756,-0.001018,-0.004094,0.037982,-0.081286,0.024541,-0.003409,-0.033291,-0.030641,-0.022204,0.004651,-0.002177,-0.023923,-0.00979,0.002043,0.046196,0.006857,-0.038581,-0.011917,0.036038,-0.01744,-0.021269,-0.030774,-0.007399,-0.016565,0.047531,-0.002274,0.011957
-0.032209,0.003095,0.00769,-0.002885,0.00393,0.013681,-0.004575,0.08015,-0.018912,0.022355,-0.018954,0.006458,0.018564,0.009745,-0.023359,0.03017,0.043927,-0.034931,-0.004477,-0.011133,-0.012391,-0.006595,-0.047535,-0.053139,-0.021037,-0.008092,0.046354,0.039856,0.03263,-0.00367,-0.049292,-0.025228,0.034629,-0.004411,-0.013815,-0.050909,-0.012671,-0.029211,0.017153,-0.042272,-0.001659
-0.027595,-0.005352,0.022364,-0.002973,-0.0097,0.01071,-0.040303,0.037163,0.004261,-0.000494,-0.0055,-0.00656,0.010771,-0.004747,-0.022562,0.034789,0.03095,0.017338,-0.036046,-0.015574,0.024399,0.006307,-0.055136,-0.057996,-0.02977,-0.00251,0.06849,0.034853,0.000801,-0.019925,-0.027461,0.00182,0.014067,0.011923,-0.000202,-0.044168,-0.002567,-0.020723,-0.01828,-0.057867,-0.030911
0.008507,-0.028043,-0.005978,0.07937,-0.095402,-0.045854,0.019416,0.007613,0.000169,0.022329,0.001196,0.008192,-0.005495,-0.001361,0.040828,0.045811,0.014776,-0.030521,-0.038731,-0.012539,-0.049007,0.026026,-0.013157,0.010039,-0.050535,-0.009751,0.006342,-0.040958,-0.069325,-0.017881,0.028283,0.027078,-0.047788,0.026536,-0.043465,0.0106,0.034655,-0.000552,-0.013892,-0.049516,-0.047026
-0.008119,0.009716,0.010633,-0.03122,-0.02434,0.023146,0.009229,0.055034,0.0192,0.003488,-0.025706,0.068241,0.028375,-0.01718,0.007033,0.077058,0.030669,0.011513,0.044731,-0.014462,0.027251,0.048226,-0.000915,-0.027591,-0.024726,-0.028386,0.057882,-0.080485,-0.08365,-0.028137,-0.018274,0.074217,-0.126231,0.032446,-0.127597,0.01433,0.035207,0.022836,-0.038468,0.086791,-0.085278
-0.111386,0.093699,0.155371,-0.197804,0.048443,0.011134,0.035451,-0.041812,-0.119459,-0.121288,0.035846,-0.114038,-0.04472,0.069735,-0.00625,-0.032034,-0.080557,0.028788,0.04175,-0.028718,-0.080163,-0.065718,-0.123373,-0.022489,0.136319,-0.071904,0.094677,-0.021992,-0.20872,-0.012003,-0.038479,0.05564,0.078517,-0.127361,0.012201,0.076853,0.053649,-0.212282,-0.073351,0.039159,-0.003481
-0.053948,0.014586,-0.023423,0.024751,-0.067764,-0.011337,0.021529,0.0017,0.096062,0.052137,0.062438,0.044822,-0.024985,-0.013739,-0.036841,-0.060576,0.105474,-0.043552,-0.055108,-0.063542,0.123532,-0.095032,-0.004631,-0.042845,-0.042074,0.027145,-0.075148,0.064224,-0.064389,0.031646,0.099559,-0.056481,-0.007897,0.052744,-0.055983,-0.023659,-0.03914,0.092286,-0.053957,0.055443,0.045263
-0.000348,-0.047312,0.007084,0.082711,-0.098995,-0.065073,0.020905,0.017357,0.030094,0.038865,0.010144,0.011419,0.006073,0.001658,0.033323,0.052277,0.006943,-0.030995,-0.042086,-0.030357,-0.052087,0.025073,-0.019592,0.018478,-0.045853,-0.014365,-0.010063,-0.032544,-0.0712,0.019304,0.040488,0.002645,-0.038079,0.037349,-0.046847,-0.000717,0.035633,-0.01758,-0.007885,-0.054224,-0.036582
-0.066074,0.049462,-0.007182,0.037038,-0.036019,-0.034115,-0.016484,0.02819,0.054321,0.053727,0.116749,0.038587,-0.079512,0.028035,-0.017622,-0.040851,0.032855,-0.005889,-0.094095,-0.068223,0.108333,-0.090716,-0.033301,-0.02358,-0.006614,0.009163,-0.092613,0.024691,-0.014606,0.047476,0.109096,-0.077669,0.008946,0.095725,-0.093393,0.005597,-0.028069,0.030801,-0.022896,0.065473,0.0401
-0.064078,0.03336,-0.016308,0.032996,-0.05632,-0.023813,0.003327,0.01546,0.082526,0.05697,0.09521,0.044388,-0.054614,0.006717,-0.029645,-0.055058,0.075145,-0.026463,-0.079202,-0.0703,0.124169,-0.099768,-0.019636,-0.035289,-0.026803,0.019849,-0.089951,0.048954,-0.043112,0.042533,0.111906,-0.071565,0.000151,0.079475,-0.078317,-0.010328,-0.036335,0.068021,-0.042137,0.064414,0.04612
-0.010044,0.047353,0.017715,0.013561,0.039985,-0.024973,-0.053085,0.026789,-0.072602,-0.012761,0.056159,0.001437,-0.068049,0.050726,0.030673,0.03505,-0.092231,0.041971,-0.04932,-0.005348,-0.015612,0.015466,-0.032654,0.01012,0.041762,-0.023581,-0.008289,-0.063465,0.065413,0.013979,0.002083,-0.017614,0.01817,0.03648,-0.05648,0.03976,0.011886,-0.098855,0.042845,0.005758,-0.018472
0.03125,0.018575,0.016487,-0.003217,0.057582,-0.000774,-0.037907,-0.000866,-0.100842,-0.040534,-0.017317,-0.025199,-0.021808,0.036509,0.042966,0.065058,-0.103844,0.042697,0.002926,0.037084,-0.069677,0.066067,-0.006497,0.022206,0.049885,-0.023876,0.038489,-0.077061,0.075471,-0.018166,-0.05586,0.029865,0.004705,-0.01292,0.002317,0.032061,0.029492,-0.101466,0.046336,-0.035871,-0.051605
0.007544,-0.009592,-0.007188,0.003691,0.036553,-0.011753,0.054468,0.008002,-0.024739,0.031617,-0.00264,0.02327,0.016792,0.030092,0.00513,-0.031617,0.013625,-0.052213,0.030957,0.009861,-0.037097,-0.018626,0.023868,0.029942,0.046765,0.005599,-0.052746,-0.017925,0.025258,0.020519,0.001537,-0.021028,-0.010841,-0.019073,-0.006546,0.006718,-0.013838,0.015636,0.053598,0.034739,0.030415
0.041613,-0.016309,0.017446,0.00444,-0.007247,-0.005368,-0.012649,-0.10744,0.011475,-0.006986,0.008462,-0.01357,0.000058,-0.000331,0.019631,-0.027814,-0.006423,0.031871,0.000105,0.026165,0.013947,0.024841,0.054519,0.012008,0.030491,0.035344,-0.031687,-0.027047,-0.032018,0.016036,0.044444,0.004829,-0.043911,-0.006972,0.002433,0.042409,-0.003548,0.019783,-0.009451,0.030823,0.013004
-0.000143,0.038643,0.018902,0.01002,0.051169,-0.023199,-0.0467,0.02544,-0.082901,-0.015596,0.039847,-0.015116,-0.057559,0.052286,0.033384,0.044896,-0.104231,0.046146,-0.034243,0.008222,-0.039953,0.030647,-0.031448,0.020761,0.052226,-0.02541,0.003629,-0.068641,0.072033,0.002752,-0.016599,-0.005456,0.016792,0.027468,-0.03565,0.036104,0.021721,-0.100419,0.046966,-0.007213,-0.027914
0.03319,-0.01606,0.006374,0.003267,0.016746,-0.006526,0.023382,-0.069386,-0.006635,0.013484,0.002283,0.006634,0.008569,0.017851,0.017872,-0.034525,0.004871,-0.011739,0.020803,0.024382,-0.014082,0.006044,0.054526,0.029061,0.045574,0.026364,-0.053146,-0.027439,-0.003217,0.027182,0.029733,-0.00998,-0.032422,-0.015157,-0.00204,0.032525,-0.010301,0.022664,0.025327,0.040282,0.027613
-0.029321,0.011893,-0.011808,-0.003898,-0.014737,-0.007347,-0.024056,0.051701,-0.006051,-0.015553,-0.00061,-0.012992,-0.013338,-0.020028,-0.017627,0.018613,-0.008707,0.017677,-0.015969,-0.015663,0.01631,0.002481,-0.051828,-0.033845,-0.046823,-0.021381,0.062535,0.012374,-0.015865,-0.039758,-0.027588,0.021193,0.020596,-0.007687,-0.007475,-0.022332,0.013883,-0.037953,-0.027769,-0.032522,-0.022194
0.003395,0.003397,0.001498,-0.005918,-0.036499,0.005884,-0.051517,-0.047166,0.011461,-0.03253,-0.00119,-0.026491,-0.022781,-0.024746,0.002062,0.019813,-0.003673,0.049075,-0.023029,0.002454,0.042496,0.029361,-0.00713,-0.030038,-0.046024,0.007561,0.054675,0.001942,-0.039796,-0.020862,0.004847,0.031774,0.001368,-0.00378,-0.004272,0.00415,0.017122,-0.025766,-0.054013,-0.026726,-0.026829
-0.041847,0.011052,-0.025076,-0.000912,0.026984,-0.009321,0.032265,0.114667,-0.028243,0.022735,-0.004335,0.016065,0.005938,0.006327,-0.022871,0.006033,-0.00027,-0.047486,0.01622,-0.016634,-0.031418,-0.030335,-0.049214,-0.007278,-0.010089,-0.031647,0.014594,0.014309,0.033037,-0.021936,-0.045821,-0.013112,0.030336,-0.011191,-0.006023,-0.038291,-0.004111,-0.019952,0.024322,-0.012426,0.006147
-0.043952,0.015164,-0.02112,0.000273,0.006978,-0.015236,0.010821,0.108783,-0.020307,0.006003,-0.00162,0.001458,-0.001332,-0.006807,-0.025946,0.010872,-0.006717,-0.019549,-0.002029,-0.023289,-0.010857,-0.020271,-0.065577,-0.025487,-0.028565,-0.033868,0.0425,0.01508,0.009809,-0.039198,-0.043242,0.003662,0.029084,-0.010695,-0.008476,-0.036254,0.00528,-0.033543,0.003355,-0.023602,-0.009358
-0.148824,0.01677,0.123575,0.044744,-0.071675,-0.135225,0.129616,0.037251,-0.082426,0.011316,-0.154323,0.043952,-0.050785,-0.022299,0.08979,0.011052,0.069787,0.057306,0.028025,0.004701,0.01723,0.05429,0.020066,-0.04267,-0.107182,0.022461,0.017373,0.031486,-0.066057,-0.141885,0.072971,-0.052876,0.017855,0.057402,0.002904,0.061367,-0.103791,-0.041326,0.015963,-0.010923,-0.086445
0.127081,-0.00017,-0.003201,0.06824,0.070226,-0.034211,-0.071269,0.011972,0.043798,-0.063576,0.000163,-0.021691,0.051709,0.020512,-0.002687,-0.082926,0.041223,-0.048755,-0.040135,-0.068873,0.026769,-0.017946,0.023329,-0.070358,0.016343,-0.009987,-0.067057,-0.05763,-0.018508,0.082427,-0.018567,-0.033778,-0.000058,-0.057277,0.015772,-0.09454,0.210776,-0.084607,-0.041578,-0.073786,0.065246
0.092132,-0.0827,0.01645,0.031012,0.012334,-0.00789,-0.021056,0.080929,0.104331,-0.111497,-0.011084,-0.076783,0.005382,0.021334,0.010465,-0.034193,0.036675,-0.017073,-0.031842,0.000908,0.036262,-0.016632,0.042107,0.002627,-0.021618,-0.075695,-0.07981,0.083933,-0.03144,0.113453,0.008961,-0.086852,-0.014889,-0.046197,-0.018965,0.019248,0.134309,-0.087993,0.035804,-0.160675,0.004084
-0.017528,-0.00527,0.003098,-0.006254,0.023098,-0.012249,-0.020102,0.073355,-0.035524,-0.019423,0.003445,0.017295,0.008933,-0.015768,-0.00811,-0.014401,-0.01968,0.008667,0.002562,0.006851,-0.022389,0.002294,-0.046954,-0.021227,-0.03325,-0.031558,0.053644,-0.012464,-0.011298,-0.040799,-0.038469,0.022286,-0.008607,-0.030752,-0.017855,0.00562,0.001348,-0.050542,0.01646,-0.015763,-0.001678
0.031762,-0.006167,0.002547,0.006181,-0.018848,0.01235,0.009135,-0.113074,0.02088,0.013208,-0.014126,-0.01764,-0.005902,0.017337,0.020062,0.007609,0.032041,0.000276,-0.004718,0.013251,0.03035,0.015385,0.062818,0.01142,0.031374,0.039095,-0.04062,-0.004382,-0.003213,0.033881,0.042411,-0.006866,-0.015999,0.01401,0.011864,0.006874,-0.00214,0.041846,-0.020644,0.007593,-0.004499
0.039061,0.019583,-0.072794,-0.040265,0.097909,0.101436,-0.055027,0.060042,-0.039438,-0.074463,0.02657,0.004371,-0.022975,0.00397,-0.026573,-0.063448,0.050474,-0.007774,-0.016319,0.064126,0.091153,-0.054438,-0.007683,-0.033399,-0.012076,-0.02346,0.020615,0.036594,0.069418,-0.060614,-0.058081,0.034929,-0.029361,-0.031495,-0.002862,0.010116,-0.004511,0.068051,0.023054,-0.012271,-0.004939
-0.021553,0.039403,0.037667,0.024754,0.066176,-0.049298,-0.060774,0.046235,-0.068805,0.026288,0.091233,-0.040045,-0.070216,0.07796,0.025838,0.025452,-0.132284,0.073145,-0.057953,0.011848,-0.053661,0.01339,-0.062153,0.03598,0.076097,-0.023822,-0.025959,-0.06156,0.087111,0.020812,0.006843,-0.036506,0.023753,0.07311,-0.032265,0.037384,0.014769,-0.099271,0.050783,0.0054,-0.000894
-0.029411,0.062817,0.049754,0.011462,0.05913,0.003661,-0.173839,-0.042385,-0.065175,-0.007468,0.125771,0.006769,-0.145898,0.086263,0.061488,0.081627,-0.123512,0.130892,-0.125314,0.018514,0.035118,0.021828,-0.036841,0.029504,0.011949,-0.022112,-0.005572,-0.065179,0.118581,0.06197,0.051995,-0.031496,0.029669,0.142266,-0.07678,0.060425,0.016653,-0.122267,-0.005965,-0.030663,-0.042666
-0.091686,-0.091527,0.006589,-0.038276,-0.015015,-0.024415,0.015747,0.041115,0.078216,0.047463,0.005267,-0.013926,0.07233,-0.045267,-0.05271,-0.091002,0.077,-0.027926,0.016018,0.007917,-0.023375,-0.033512,-0.079372,-0.000282,-0.115536,-0.015447,0.097972,0.085667,-0.086765,0.018846,-0.041437,0.043599,0.060363,-0.060363,0.106704,-0.102206,-0.061628,0.015325,-0.056108,-0.099362,0.060606
0.076439,-0.084983,-0.037807,-0.03233,-0.018343,0.067209,0.105867,-0.07376,0.039598,-0.00254,-0.167965,-0.040527,0.133141,-0.070861,-0.018964,0.001393,0.119878,-0.076021,0.138786,0.065854,-0.040522,0.048051,0.099903,-0.007283,-0.008291,0.039874,0.041491,0.050658,-0.075253,-0.067283,-0.0702,0.06082,-0.064479,-0.103032,0.119226,-0.055693,0.009048,0.147877,-0.048505,-0.030434,-0.011808
0.100027,0.041134,0.045645,0.012796,0.023547,0.075348,-0.094938,-0.131156,-0.068449,-0.042635,-0.027683,0.011528,-0.046349,0.043816,0.061229,0.119549,-0.010426,0.06073,-0.031653,0.041707,0.035617,0.08063,0.100003,-0.036232,0.079189,0.043444,-0.025434,-0.052215,0.080897,0.009252,0.027037,-0.038226,-0.074355,0.065501,-0.078297,0.075613,0.039726,-0.011577,0.017229,0.016584,-0.06921
0.006394,0.053526,0.019637,0.066632,-0.044792,0.006563,0.068827,0.034193,-0.049534,0.046399,-0.049781,-0.084835,0.018636,0.107637,0.043785,0.083634,0.050614,-0.065226,-0.054799,0.011608,-0.033967,0.003946,-0.025587,-0.059248,0.097901,0.01108,-0.039038,-0.012983,0.094509,0.019162,-0.02772,-0.015049,0.007281,0.0548,0.006476,-0.050962,-0.002167,0.004966,0.03393,-0.070094,-0.086153
-0.094214,0.032317,-0.027751,-0.02374,-0.012716,-0.032487,-0.064708,0.065213,0.001217,-0.020632,0.099824,0.094891,-0.080138,-0.033259,-0.012056,-0.076539,-0.011769,-0.002889,-0.045551,-0.0508,0.062956,-0.05596,-0.053209,-0.010494,-0.134254,-0.049867,0.037753,-0.003778,-0.04542,0.040866,0.02584,-0.001277,0.063207,-0.026099,-0.086997,0.018045,-0.046927,-0.100364,-0.019616,0.017136,0.070012
0.009221,-0.073691,0.000911,0.009907,0.013327,-0.01161,0.098806,-0.012788,0.054104,0.062717,-0.052479,-0.071938,0.093937,0.010115,-0.028178,-0.014564,0.05003,-0.028219,0.037753,0.026043,-0.038297,-0.01173,-0.009552,0.029614,0.067117,0.029073,-0.022948,0.038458,-0.021722,-0.035961,-0.013156,0.024336,-0.036346,0.004277,0.122123,-0.072543,0.00358,0.12822,-0.017039,-0.033011,-0.023611
-0.024338,-0.022944,-0.015588,-0.030533,0.057748,0.032805,-0.005139,-0.038016,-0.042545,0.006837,-0.010363,0.092543,-0.03207,-0.012702,-0.022338,0.028906,0.027605,-0.042965,0.005238,-0.033378,-0.020186,-0.043723,0.016257,0.054177,-0.021199,-0.013568,0.018984,0.044827,0.014261,-0.019936,0.006306,-0.033792,0.039862,-0.014572,0.017829,-0.014087,0.012564,0.012067,0.002873,-0.042919,0.021076
-0.001324,0.014849,0.000166,0.01011,-0.012507,0.033546,-0.020157,0.000925,0.0063,-0.006574,-0.017884,0.015876,-0.005056,-0.04121,-0.056926,0.110514,-0.038555,-0.001511,-0.019784,-0.077317,-0.002959,-0.017013,-0.007568,-0.028946,0.042163,0.013929,0.008853,0.06333,0.016239,-0.045958,0.00007,-0.072667,0.016584,0.018681,0.020743,-0.040002,0.022533,0.017291,-0.035091,-0.036778,-0.026161
-0.003551,0.000858,-0.004695,0.00123,0.013618,-0.006486,0.062041,0.057067,-0.053827,0.028329,-0.030948,0.026465,0.022959,0.050971,0.006375,-0.017051,0.08222,-0.091952,0.024843,-0.000187,-0.029735,-0.012331,-0.012947,-0.021243,0.010697,0.001447,-0.002194,-0.005296,0.032227,0.018505,-0.036982,-0.010597,0.022585,-0.04227,-0.048669,-0.015268,-0.008006,-0.030343,0.085495,0.011126,0.01185
-0.02185,-0.002094,-0.03041,0.001265,0.007211,-0.026931,0.048038,-0.022038,-0.023933,0.021798,0.013658,-0.021903,-0.020951,0.065746,0.074652,-0.080014,0.033079,-0.030089,-0.002063,0.077603,-0.007845,-0.005916,0.009228,0.062014,-0.037472,-0.034518,-0.020118,-0.073047,0.002015,0.052527,0.003984,0.090311,-0.001181,-0.007511,0.006904,0.017973,-0.025079,-0.007956,0.00443,-0.016502,-0.002808
-0.010829,0.050974,-0.052638,-0.084187,0.066095,0.002792,0.045922,-0.068721,0.029686,-0.080952,-0.086397,-0.024916,-0.03046,0.015598,-0.021976,-0.039128,0.003638,0.065646,-0.045684,-0.027861,0.196053,-0.029033,0.048683,0.01549,0.054722,-0.087403,0.006242,0.030427,0.068744,0.025669,0.01972,0.040249,0.045153,-0.060686,0.049989,0.007964,-0.019564,-0.036809,0.017001,-0.036387,-0.052233
0.00747,0.063717,-0.070694,0.035868,-0.024493,-0.025277,-0.018307,-0.096,-0.005335,0.083116,0.015727,0.010523,0.006731,0.004672,-0.045422,-0.033459,-0.004495,0.016132,-0.087122,-0.040381,0.019151,0.019193,-0.0012,-0.015401,0.040155,0.015415,0.069765,-0.057696,0.079612,0.018696,-0.013706,0.058766,0.015614,-0.03157,0.017936,-0.072479,-0.054843,0.026413,0.010439,-0.007769,0.039075
-0.033668,-0.025337,-0.046083,-0.009359,0.024283,0.005795,-0.027465,0.004797,0.069606,0.04247,0.000804,0.045857,0.001271,-0.032907,0.01254,0.045652,-0.094126,0.007174,0.041635,0.015104,-0.023724,0.035379,0.06449,0.083241,-0.062502,-0.035906,-0.024997,-0.019899,0.08806,0.127664,-0.017595,-0.01853,0.042157,0.024115,0.039894,-0.052114,-0.056147,-0.029834,-0.04349,-0.044108,0.03448
0.035601,-0.080793,0.023013,0.013289,-0.015348,-0.050383,-0.075133,-0.046426,0.046009,0.02477,0.021499,-0.007681,0.039131,-0.02497,0.035925,-0.039096,-0.051363,0.087217,0.023005,0.083255,-0.035042,0.123554,0.036296,0.026584,-0.068967,0.014023,0.048848,-0.071295,-0.005071,0.077206,-0.00923,0.048095,-0.051017,-0.016554,-0.022893,0.032345,-0.043018,-0.059161,0.02785,-0.000644,0.034151
0.035961,-0.056703,-0.042256,0.002486,-0.08264,0.020699,-0.006881,-0.058373,0.001028,-0.014861,0.063048,-0.004295,0.002477,-0.016534,-0.043768,0.051447,-0.04332,-0.042514,-0.019421,-0.039221,-0.021167,-0.007926,-0.046621,0.022141,0.025813,0.054834,0.017603,0.034433,-0.014532,0.002918,0.009255,0.011221,0.035743,-0.064072,-0.026063,0.032332,-0.040283,-0.015432,0.066838,0.011801,-0.012928
0.007117,-0.166913,0.102876,0.001768,0.120088,-0.086179,-0.020492,0.030638,0.02094,0.03157,-0.004993,0.128426,0.109542,0.084221,-0.045918,-0.008108,0.147029,0.058969,-0.11315,-0.082886,0.107567,0.03264,-0.123346,-0.000764,0.054603,0.015537,0.100816,-0.013853,0.056773,-0.008141,0.01176,0.055048,-0.068922,0.029521,-0.041462,-0.063149,0.018613,-0.004123,0.218579,-0.06176,-0.134956
0.03822,-0.104071,0.104175,0.044075,0.019492,-0.074896,-0.022171,-0.019768,-0.068419,0.046294,0.034094,0.017164,0.055894,0.074848,-0.034854,-0.070082,0.168472,0.029365,-0.115439,-0.010296,0.007963,0.013958,-0.124925,-0.06796,0.064431,0.067593,0.096877,0.02419,-0.043248,-0.107653,0.030552,0.014603,-0.07894,-0.003656,-0.066062,0.02866,0.018721,0.027329,0.185631,-0.013838,-0.036224
0.010926,-0.011235,-0.090511,0.04658,0.016979,0.014705,-0.112459,0.078561,-0.064475,-0.038613,0.011745,0.02435,-0.054244,-0.12237,-0.041557,0.013256,-0.102399,0.025214,0.000758,0.020726,-0.031089,0.010489,-0.016505,-0.023803,-0.127144,0.010291,0.060981,0.082788,0.087239,-0.125466,-0.052865,-0.063265,0.081443,-0.039283,0.048526,0.002958,-0.034614,-0.034502,0.005006,-0.068691,0.070506
0.034948,-0.054264,-0.019038,0.00851,-0.05967,0.029619,-0.047293,-0.029625,-0.007752,0.023258,0.087804,-0.041902,0.00203,-0.025303,-0.049811,0.035743,-0.066324,-0.018532,0.011117,0.016882,-0.073471,0.007743,-0.041337,0.000157,0.029968,0.084337,0.00338,0.062597,0.011836,-0.005896,-0.006241,-0.049437,0.034225,-0.031425,-0.013389,0.036562,-0.059003,0.003938,0.054494,0.036208,0.051981
-0.021695,-0.029349,0.009592,0.029209,0.076684,-0.021076,-0.043732,0.07839,0.01711,0.012638,0.009461,0.001687,-0.017438,-0.01111,0.055192,-0.013563,-0.040836,0.031475,0.048344,0.067479,-0.012969,0.022925,0.035155,0.02701,-0.07306,-0.000085,-0.067147,-0.014702,0.053832,0.010487,-0.001095,-0.045227,-0.005395,0.087507,0.047783,-0.023284,0.012339,0.011576,-0.054123,-0.021435,0.017386
0.008219,0.027698,0.071943,-0.080866,0.031939,0.053702,-0.034107,-0.005113,0.044697,0.034457,0.002012,-0.038895,0.07122,-0.001843,-0.061663,-0.002559,-0.005242,0.021883,0.082492,0.01442,-0.007758,0.034828,0.029472,-0.094021,0.096406,0.054138,-0.002431,0.028994,0.012582,0.091585,-0.045656,-0.083541,-0.007409,-0.028628,-0.035846,-0.022582,-0.048341,-0.025376,-0.004691,0.112583,0.089665
0.02603,-0.007607,0.039056,0.052433,-0.070797,-0.054167,0.000768,0.039966,0.041751,-0.001137,-0.054096,-0.023818,0.041168,-0.025865,0.018438,0.017454,-0.001554,-0.003388,0.019139,-0.013839,-0.020246,0.064262,0.035251,-0.071724,-0.03489,0.002044,-0.020779,-0.008803,-0.038716,0.058926,-0.001304,-0.06317,-0.006844,-0.020797,-0.0455,-0.005771,0.020897,-0.093787,-0.005358,-0.01753,0.026288
-0.09676,0.093752,0.067179,-0.098604,0.013113,0.075981,0.021491,0.118423,-0.010711,0.017401,0.073797,-0.071057,0.014045,0.04778,-0.032405,0.022212,-0.044185,-0.052271,0.063324,0.007306,-0.094729,-0.066105,-0.082661,-0.056914,0.090854,-0.033707,0.000359,-0.000733,-0.07037,0.059659,-0.077212,-0.020506,0.008626,0.003612,-0.026559,-0.032917,-0.019369,-0.031279,-0.098242,0.066146,0.035836
-0.016882,0.012466,-0.02897,0.032661,0.020643,-0.049641,0.002259,0.062376,0.019463,0.00865,-0.081702,0.021099,-0.006999,-0.03647,0.037948,-0.008571,-0.006832,0.029628,0.015223,0.022489,0.028083,0.040517,0.057845,-0.002526,-0.093629,-0.069907,-0.00268,-0.024003,0.028785,0.006177,-0.005537,-0.012665,-0.00725,0.020189,0.004685,-0.019742,0.01897,-0.042588,-0.039643,-0.050279,0.010476
-0.033397,-0.175557,0.046373,-0.065783,0.188131,-0.04094,0.015906,-0.137475,-0.072981,0.027211,0.0109,0.236542,-0.021637,0.101237,0.014077,-0.034078,0.177607,-0.032328,-0.085898,-0.058337,0.030666,-0.065048,-0.033846,0.20267,-0.008143,-0.059298,0.070846,-0.012887,-0.011353,-0.002511,0.083302,0.072182,-0.016567,0.006069,-0.004643,0.010884,0.072035,0.025818,0.155958,-0.107808,-0.070518
0.022605,0.010791,0.013483,0.024556,-0.012934,-0.001043,-0.009854,-0.000803,0.009471,-0.057543,-0.0083,0.011997,0.01234,-0.028543,0.006171,-0.009339,-0.014753,-0.012996,0.043487,-0.040533,0.047033,0.015202,0.02345,-0.061423,-0.01903,0.097497,-0.048809,-0.009183,0.015618,0.003619,-0.004428,-0.030111,0.038358,-0.032771,0.015272,-0.026038,-0.019318,-0.030633,-0.00435,0.04769,-0.007888
-0.066529,0.045227,0.034073,-0.0199,-0.058038,0.004777,0.037879,0.08544,0.01824,-0.001598,0.054238,-0.019411,0.057608,0.080335,0.006267,-0.008523,-0.000691,-0.058409,-0.056795,-0.028236,-0.010943,-0.016581,-0.096006,-0.054097,0.043763,-0.045793,0.039357,-0.07573,-0.001158,0.14042,-0.068992,0.089414,0.008434,-0.045318,-0.039202,-0.060115,-0.093858,-0.087764,0.024787,-0.039353,-0.05285
0.061688,-0.064135,-0.007424,-0.023436,-0.056908,0.000074,0.016781,-0.032345,-0.022046,-0.032206,-0.039643,0.022655,0.054384,-0.03382,-0.056401,0.024446,0.021696,-0.041922,0.018271,-0.035258,-0.03908,0.025551,-0.024998,-0.025283,0.00857,0.003832,0.08256,0.027835,-0.069381,-0.013219,-0.028968,0.010603,0.004193,-0.141049,-0.077382,0.043934,0.017271,-0.088809,0.100984,0.002231,0.014806
-0.002629,-0.019122,-0.107431,0.091924,-0.07309,-0.121569,0.088471,0.199062,0.006928,-0.001507,0.027867,0.006795,0.04595,-0.008202,0.000617,-0.066864,-0.084795,-0.065933,-0.003911,-0.039488,0.03428,0.011551,-0.088218,-0.021556,-0.040198,0.007102,-0.051617,-0.069126,0.091085,0.025315,-0.039465,0.046089,0.060385,-0.082012,-0.058828,-0.002426,-0.11683,-0.105842,0.171926,0.063428,-0.013495
-0.023259,0.002717,-0.050807,0.007575,-0.019304,-0.03038,0.00646,0.041644,0.073985,-0.006247,0.034021,-0.080749,0.004149,-0.007591,0.031259,-0.047975,-0.077787,0.063301,0.003898,0.064591,0.050397,0.019311,-0.018843,0.027488,-0.044493,-0.034186,-0.015381,-0.0675,-0.008651,0.020745,-0.008435,0.108666,-0.03622,0.029333,0.041907,-0.011803,-0.028867,0.019623,-0.077742,0.005882,-0.040697
0.00118,0.035412,0.005067,0.006421,-0.053678,-0.007859,-0.014414,0.036785,0.07061,0.001344,0.02626,-0.117016,0.031823,-0.008557,0.013127,-0.027787,-0.064769,0.062725,0.017564,0.061475,0.016896,0.044368,-0.007291,-0.056913,0.007166,0.001064,-0.011415,-0.049306,-0.033283,0.037115,-0.02282,0.046991,-0.054508,0.018016,0.001744,-0.00488,-0.029243,-0.001589,-0.080725,0.041243,-0.004285
-0.023575,-0.048028,0.015095,0.026458,-0.008229,0.019548,0.026872,-0.025368,-0.006657,-0.018025,-0.002994,0.024006,-0.037097,0.028893,-0.008457,-0.044859,-0.027724,-0.041287,-0.008405,0.013864,0.040309,-0.011566,-0.01097,0.032075,-0.002834,-0.060225,0.056461,-0.040709,0.031808,0.000312,0.02742,-0.015993,-0.001767,0.014585,0.006193,-0.025154,0.028051,0.048467,-0.03184,0.011326,-0.058503
-0.006653,-0.005996,-0.008139,0.012429,0.070126,-0.002516,0.060696,-0.00906,-0.016782,-0.002992,0.030812,-0.031462,0.048054,0.016673,-0.029258,0.030664,0.012681,0.013778,-0.037986,-0.030764,-0.016384,0.019107,0.034957,-0.054542,-0.039922,0.053948,0.025932,0.013265,-0.021197,0.028806,-0.024247,0.004666,-0.007507,0.009125,-0.000776,0.057318,0.004014,-0.007633,0.011817,0.006995,0.033864
