Source_0,Source_1,Source_2,Source_3,Source_4,Source_5,Source_6,Source_7,Source_8,Source_9,Source_10,Source_11,Source_12,Source_13,Source_14,Source_15,Source_16,Source_17,Source_18,Source_19,Source_20,Source_21,Source_22,Source_23,Source_24,Source_25,Source_26,Source_27,Source_28,Source_29,Source_30,Source_31,Source_32,Source_33,Source_34,Source_35,Source_36,Source_37,Source_38,Source_39,Source_40
0.019299,0.002448,0.004181,-0.020877,-0.007972,0.002993,0.00771,-0.008621,-0.027371,0.012324,-0.004721,-0.016199,0.01515,0.021764,-0.024027,0.004911,0.00272,0.02106,0.013954,-0.014937,-0.004706,-0.023223,-0.013076,0.009451,-0.037052,0.010481,-0.014644,0.005648,0.031031,0.000421,0.030863,0.00854,-0.030705,-0.006904,-0.011087,-0.001107,0.003335,-0.000803,-0.031304,-0.006771,0.00595
-0.009295,0.008369,0.03741,0.014988,-0.033128,0.049799,0.028689,-0.015604,-0.001268,0.037835,-0.032348,-0.005725,0.023362,-0.029419,-0.009063,-0.010712,-0.001106,0.030069,-0.014094,0.024106,0.030605,-0.08947,0.028357,0.07056,-0.022091,0.053798,-0.018321,0.009887,0.021451,-0.059473,-0.055823,0.040169,-0.041844,-0.013655,-0.057266,-0.037546,0.012687,-0.094032,-0.010781,-0.019777,0.016901
-0.009853,-0.016543,0.011321,0.037973,-0.05749,0.029203,0.00491,-0.006429,-0.001177,-0.026845,-0.014808,-0.015511,-0.035839,-0.008605,-0.009636,-0.034456,-0.066727,-0.03628,0.029197,0.031264,0.006936,0.005218,0.004129,-0.005226,-0.00842,-0.048259,0.039414,-0.020954,0.037793,-0.002113,0.009416,-0.058236,0.017873,-0.008359,-0.007208,-0.024263,0.008638,0.029097,-0.048511,0.028062,-0.004164
-0.024861,-0.045235,0.005662,0.027919,-0.005352,0.02154,0.036194,-0.022562,-0.005669,-0.019582,0.000355,0.024227,-0.043829,0.026397,-0.007786,-0.041538,-0.032902,-0.043096,-0.013128,0.013351,0.040999,-0.013738,-0.005776,0.036098,-0.007838,-0.060627,0.058077,-0.040596,0.033415,0.001552,0.028293,-0.012152,-0.002139,0.02027,0.010816,-0.022538,0.029228,0.04853,-0.042299,0.011195,-0.061824
0.019075,-0.025718,0.065665,0.035719,-0.073985,0.021681,-0.017274,-0.008573,-0.001277,-0.035211,-0.026993,-0.040789,0.012577,-0.01589,-0.016259,-0.04361,-0.041341,-0.016761,0.047306,0.03517,-0.031032,0.029033,-0.010946,-0.054546,0.016656,-0.009438,0.051187,0.004196,0.039179,0.003044,-0.003399,-0.098077,0.018191,-0.036291,-0.043139,-0.026841,-0.004176,-0.000935,-0.005855,0.053843,0.060279
-0.021362,-0.01748,-0.000541,0.033743,-0.048848,0.027138,0.011259,-0.011909,-0.000074,-0.030488,-0.014092,0.00083,-0.047846,0.000122,-0.001355,-0.031315,-0.063762,-0.036631,0.019478,0.027014,0.022505,-0.010324,-0.002435,0.023784,-0.013064,-0.065685,0.032693,-0.032793,0.040564,-0.007077,0.017797,-0.034238,0.015246,0.00438,-0.001331,-0.031141,0.01555,0.047003,-0.055873,0.015622,-0.026118
-0.031474,-0.031369,0.000637,0.024497,-0.025352,0.018866,0.025187,-0.025691,0.000809,-0.041153,-0.012483,0.028484,-0.04956,0.020571,0.011024,-0.032015,-0.038281,-0.030232,-0.001697,0.017192,0.04063,-0.030178,-0.021947,0.062033,-0.009621,-0.081239,0.036321,-0.046863,0.045839,-0.010732,0.032067,0.001668,0.005726,0.022901,-0.001502,-0.042824,0.027733,0.068673,-0.048785,0.001249,-0.049706
-0.031409,0.067433,-0.071598,-0.025062,-0.01318,-0.014337,-0.03078,-0.000438,0.008043,-0.011638,-0.014558,0.011719,-0.02552,-0.016641,0.044143,0.059454,-0.006033,0.033318,0.016819,-0.004613,0.015055,-0.045996,-0.009608,0.069285,-0.028258,-0.03179,-0.099724,-0.013948,-0.006573,-0.036938,-0.002977,0.079049,0.009074,0.010561,0.000771,-0.023635,-0.012834,0.039587,-0.029384,-0.058435,0.002298
0.011409,-0.005151,-0.021774,0.031712,0.023937,0.021509,0.051514,0.01859,-0.014981,0.025367,0.03272,-0.036484,-0.01202,-0.0073,-0.046993,-0.006418,-0.037238,-0.036873,-0.014039,0.001165,-0.010632,0.040809,0.063695,-0.065174,-0.028724,0.040039,0.057395,0.019514,-0.011119,0.031343,-0.013794,-0.046767,-0.009718,-0.000193,0.034764,0.051381,-0.00171,-0.040591,-0.039703,0.032959,-0.004983
0.014175,0.018782,-0.009631,0.005244,0.032948,-0.030059,0.033822,0.002369,0.003571,-0.050866,0.009118,-0.031193,0.032668,-0.017254,-0.007677,0.042674,0.036632,0.029621,-0.019624,-0.015628,-0.052333,0.004971,0.01674,-0.036027,-0.013213,0.051573,0.017336,0.02928,-0.001639,0.025047,-0.025543,0.012955,-0.003772,0.020001,-0.009668,0.03084,-0.015649,-0.017458,0.006823,0.022213,0.071489
0.006948,0.02427,-0.019807,0.013255,0.02425,-0.026681,0.044798,0.003163,0.006309,-0.071125,0.004592,-0.036796,0.021952,-0.023299,-0.007029,0.047475,0.015474,0.028371,-0.019305,-0.014113,-0.057523,-0.004986,0.021134,-0.030848,-0.027749,0.037944,0.021274,0.023186,0.010232,0.029349,-0.024425,0.012544,0.005206,0.029696,-0.009776,0.030879,-0.01124,-0.000067,-0.010014,0.027055,0.074716
0.04769,0.009838,-0.043878,-0.02148,-0.017736,-0.016654,0.013754,0.029499,0.034548,-0.02598,0.001634,0.033307,-0.050312,-0.070158,0.069321,0.01731,0.075497,0.020731,-0.010997,0.039987,-0.020429,-0.040587,-0.030708,0.064876,0.068517,0.016232,0.015514,0.007476,0.037467,-0.021605,0.036857,0.029743,-0.011886,0.02448,0.012629,-0.040314,-0.024614,-0.060862,-0.068539,0.012228,0.004842
0.02077,-0.036238,-0.063059,-0.054022,0.04871,-0.008188,0.008478,0.022611,-0.007388,0.080622,0.012207,0.042991,-0.057635,-0.02095,0.01998,-0.016842,0.046742,-0.01587,-0.050849,0.002173,0.013779,-0.020561,0.019924,-0.005379,0.034063,0.03229,0.00855,-0.011229,-0.029172,0.01024,0.02124,0.039388,-0.024949,0.015928,0.058409,0.016012,-0.000993,-0.045612,-0.023374,-0.015882,-0.100555
-0.00194,-0.001556,0.000761,0.007814,0.056806,-0.033897,0.049026,-0.014666,-0.003171,-0.058959,0.010952,-0.018842,0.037331,0.009337,-0.017581,0.034216,0.041264,0.024262,-0.0374,-0.028606,-0.037838,-0.003722,0.011758,-0.026198,-0.023746,0.036616,0.033815,0.013676,-0.000976,0.034411,-0.020578,0.027108,-0.008177,0.033639,-0.008237,0.034688,0.000883,0.011835,0.021318,0.018209,0.047645
-0.012855,0.024931,-0.045171,0.008133,0.049269,-0.025414,0.055389,-0.002392,0.000782,-0.052033,0.017687,-0.014347,0.003701,-0.005744,-0.005754,0.051566,0.016106,0.017541,-0.035535,-0.024218,-0.023221,-0.014738,0.025931,0.003613,-0.039894,0.020065,0.007657,0.009854,-0.00009,0.022337,-0.017874,0.047316,-0.005581,0.043624,0.011348,0.03292,-0.002223,0.013832,-0.021219,0.001726,0.027766
0.026134,-0.006002,-0.032299,-0.010932,0.035527,-0.009345,0.013893,0.022931,-0.013004,0.053326,0.025774,-0.019085,-0.009285,-0.035038,-0.02253,0.002131,0.022524,-0.016579,-0.02073,0.001658,-0.020537,0.027082,0.0501,-0.070235,0.013557,0.070774,0.020837,0.029849,-0.035614,0.027755,-0.023796,-0.014533,-0.020034,0.000163,0.036328,0.04593,-0.016382,-0.072446,-0.006299,0.015859,-0.011092
0.010645,0.010087,-0.070903,-0.012043,0.039296,0.001509,0.02882,0.023571,-0.010841,0.060864,0.031523,0.002032,-0.036629,-0.030163,-0.012107,0.015257,0.003742,-0.01814,-0.028898,0.004729,0.009123,0.002464,0.049549,-0.01565,-0.004493,0.042526,-0.009691,0.016906,-0.02935,0.009037,-0.010462,0.023825,-0.019735,0.020407,0.048322,0.0375,-0.011114,-0.057116,-0.050309,-0.011615,-0.044432
-0.030595,-0.050454,-0.028787,-0.023625,-0.048911,-0.013801,-0.050357,0.007855,-0.049542,0.04606,-0.082135,0.007664,-0.126622,-0.010481,-0.074293,-0.043126,-0.030053,0.021608,0.033644,0.012055,-0.000057,-0.112334,0.032103,-0.018536,0.018357,0.029353,-0.004087,-0.040819,-0.026324,0.069267,-0.015414,0.031662,-0.058659,0.038775,0.022658,-0.033115,0.036585,0.020048,0.036346,-0.026926,-0.059048
0.041372,0.009992,0.046314,-0.031428,0.098628,0.014075,0.073645,-0.027441,0.042052,-0.026374,0.066156,0.062114,0.12401,0.0582,0.07102,0.006022,0.086062,-0.013164,-0.094273,0.00177,0.023962,0.083342,-0.065241,0.056314,-0.003826,-0.026048,0.029669,0.001915,0.015046,-0.072971,0.079808,0.02899,0.038992,-0.01005,-0.017069,-0.003952,-0.0083,0.003627,0.005176,-0.004892,-0.01137
0.080355,0.069028,0.006001,-0.082666,-0.044287,0.041928,0.018338,0.045574,0.011586,0.017908,-0.029982,0.022602,-0.006016,-0.060095,-0.022425,-0.04155,-0.050006,-0.004412,-0.027812,0.084466,-0.053112,0.020898,0.005607,-0.030671,-0.008291,0.047644,0.002417,0.011198,-0.021041,0.005193,0.086701,-0.012995,0.029333,0.032112,0.009796,-0.05517,0.010876,-0.037338,0.037468,-0.003289,-0.001927
0.009574,-0.04952,-0.001206,0.013,0.051607,0.01331,0.061811,-0.000818,-0.012648,0.0282,0.030573,0.010445,-0.015289,0.017521,-0.028056,-0.032674,0.008163,-0.040091,-0.047751,0.000855,0.016098,0.020341,0.029991,-0.025754,0.001991,0.024722,0.079582,0.000516,-0.003358,0.025385,0.011995,-0.01546,-0.024768,0.017506,0.03262,0.027751,0.015481,-0.028338,-0.021956,0.024095,-0.051278
-0.001398,0.040748,-0.008536,-0.029037,-0.009508,-0.027041,-0.05789,-0.005377,0.000361,0.001519,-0.01597,-0.005458,0.027601,-0.006873,0.027243,0.037758,0.036068,0.039916,0.030012,-0.007331,-0.009483,-0.008337,-0.020798,0.005499,0.007272,0.012098,-0.070229,0.006223,-0.022433,-0.023742,-0.014134,0.032498,0.00244,-0.022628,-0.020816,-0.014925,-0.023779,0.005915,0.034786,-0.034187,0.041995
-0.033504,0.04447,-0.022267,-0.00818,0.017469,-0.013491,-0.0683,-0.019192,-0.017671,0.045106,-0.010004,-0.00065,0.018087,0.017969,-0.020384,0.033572,0.020433,0.021161,0.030977,-0.019798,0.021224,-0.012305,-0.003383,0.006514,-0.027163,-0.009962,-0.0901,-0.012985,-0.050445,-0.011603,-0.023484,0.046466,-0.005489,-0.023842,0.014423,0.015727,-0.010257,0.019305,0.046893,-0.049936,-0.023214
0.021644,-0.023401,0.020689,0.055093,-0.01206,0.000494,-0.055581,0.008801,0.036281,0.032633,0.032216,0.040551,-0.015104,0.017005,0.000468,-0.026092,0.115617,-0.001186,0.036448,0.013495,0.010761,0.042604,0.004084,0.011589,0.109989,-0.000769,0.037746,0.008337,-0.035663,-0.030831,-0.03815,-0.029582,-0.003754,-0.033784,0.039842,0.001631,-0.026159,-0.08315,0.019689,0.033465,-0.020604
-0.027528,0.061854,-0.041041,-0.013013,-0.039525,-0.010939,-0.050908,-0.005636,0.006376,-0.022074,-0.026102,-0.006586,-0.008751,-0.017314,0.035075,0.048214,-0.016693,0.033057,0.041166,0.002568,0.003201,-0.033073,-0.016263,0.044255,-0.023193,-0.035417,-0.092204,-0.013568,-0.0002,-0.036062,-0.010982,0.042265,0.018824,-0.009973,-0.017952,-0.029242,-0.016887,0.042764,-0.013688,-0.043467,0.029774
0.017102,-0.020154,-0.015667,0.025837,0.017542,0.022452,0.053168,0.01752,-0.010322,0.021728,0.027678,-0.02148,-0.024193,-0.011131,-0.03258,-0.021345,-0.030219,-0.04357,-0.020352,0.010779,-0.005326,0.036143,0.049885,-0.052617,-0.010554,0.031509,0.070453,0.015032,-0.001235,0.027523,-0.000401,-0.047561,-0.011504,0.004196,0.03332,0.033834,0.001431,-0.040731,-0.044182,0.03756,-0.017187
0.032884,-0.006715,-0.016358,0.067652,-0.018629,-0.027811,-0.028116,-0.011485,0.014516,-0.04741,-0.008774,0.043935,-0.058429,-0.035072,-0.050571,-0.013077,0.066455,-0.037721,0.009311,0.043893,-0.001511,-0.006539,-0.009577,0.035595,0.052392,-0.066973,0.01747,-0.006118,-0.010702,0.009751,-0.043455,0.006675,0.023284,0.066554,0.065883,0.006091,-0.04302,-0.043164,-0.038721,0.05763,-0.055278
0.002989,0.025293,-0.018729,-0.020061,-0.009615,-0.015249,-0.031501,0.000378,0.014799,-0.010043,-0.010922,0.004142,0.009529,-0.006821,0.041786,0.040039,0.051633,0.053552,0.015532,-0.005709,-0.013002,-0.019748,-0.024782,0.031009,0.020493,0.012488,-0.058487,0.003167,-0.004188,-0.033673,-0.009894,0.036823,-0.001586,-0.01708,-0.024289,-0.024072,-0.022853,-0.007386,0.000862,-0.024264,0.046499
-0.009301,0.028209,-0.042465,0.010049,0.041787,-0.022828,0.05315,0.000558,0.000958,-0.051846,0.015466,-0.022085,0.0066,-0.012106,-0.00932,0.051157,0.010593,0.019042,-0.030712,-0.021135,-0.030762,-0.011596,0.029251,-0.004457,-0.040812,0.025245,0.00591,0.014501,0.00193,0.022237,-0.021675,0.039082,-0.003104,0.039378,0.007176,0.034468,-0.004854,0.007155,-0.023463,0.006167,0.037523
-0.003827,0.01511,-0.022079,0.008601,0.04698,-0.028969,0.050447,-0.005622,0.000735,-0.058019,0.012733,-0.02103,0.021149,-0.004012,-0.010235,0.044265,0.026641,0.023098,-0.03266,-0.023788,-0.036499,-0.008039,0.019482,-0.01508,-0.030663,0.031086,0.019949,0.014595,0.001544,0.027721,-0.020685,0.032049,-0.004399,0.036167,-0.001028,0.033229,-0.003452,0.008788,-0.002322,0.01314,0.045912
-0.007855,0.011905,-0.020631,0.010235,0.050731,-0.028974,0.053182,-0.008836,-0.001207,-0.059343,0.013065,-0.020175,0.02182,0.001179,-0.013501,0.042774,0.024306,0.020861,-0.035134,-0.026298,-0.033542,-0.008735,0.020111,-0.015192,-0.034615,0.027644,0.02287,0.01167,0.001162,0.03015,-0.020599,0.033208,-0.004627,0.038376,-0.000202,0.034994,-0.000296,0.015295,-0.000015,0.012692,0.041585
-0.015953,-0.021753,-0.020783,0.02258,0.042682,0.010535,0.052101,-0.007208,-0.024833,0.013498,0.023475,-0.016518,-0.019751,0.005667,-0.044467,-0.01056,-0.031048,-0.044317,-0.03101,-0.008042,0.015456,0.018607,0.044446,-0.037997,-0.038048,0.007748,0.049431,-0.007604,-0.014403,0.035601,-0.0101,-0.016949,-0.015012,0.01881,0.035282,0.037141,0.013488,0.002927,-0.018413,0.01603,-0.041083
-0.013385,-0.020252,0.044403,0.005278,-0.035291,0.011697,-0.022967,-0.031889,0.002778,-0.027848,-0.030794,0.016893,0.010743,0.031979,0.014196,-0.02354,-0.009126,0.002394,0.021279,0.022062,0.023455,-0.013736,-0.048651,0.035011,0.007729,-0.04925,-0.001754,-0.032414,0.026425,-0.031376,0.024658,-0.010572,0.010782,-0.017354,-0.041136,-0.055136,0.00822,0.049213,0.009172,-0.009075,0.007813
-0.019357,0.021962,-0.02047,-0.007765,-0.047319,0.00226,-0.035668,-0.008514,0.016966,-0.032187,-0.033881,0.022902,-0.035845,-0.002844,0.047134,0.009387,-0.016185,0.005629,0.025636,0.021908,0.02147,-0.03622,-0.035753,0.07166,0.002313,-0.06192,-0.040173,-0.033107,0.023388,-0.043023,0.02255,0.027368,0.017348,-0.00537,-0.015004,-0.058536,-0.00501,0.049716,-0.031218,-0.026016,-0.00641
-0.001957,0.033844,-0.047058,-0.009975,0.027682,-0.020133,-0.006273,0.003125,0.000986,0.005991,0.006226,-0.008196,-0.000608,-0.004291,-0.001171,0.052166,0.038965,0.035498,-0.004525,-0.017923,-0.013762,-0.012366,0.011607,0.005744,-0.012948,0.030422,-0.053189,0.011649,-0.027722,-0.005661,-0.027086,0.043163,-0.015582,0.00349,0.010019,0.016049,-0.023365,-0.020441,-0.005518,-0.019436,0.021995
0.034781,0.012022,0.006603,0.103073,0.00798,-0.01625,-0.045517,-0.013705,0.028635,-0.024874,-0.014067,0.024554,-0.029298,0.005311,-0.097963,0.008515,0.061449,-0.054881,0.020883,0.07351,0.012584,0.018084,-0.004447,0.019377,0.038229,-0.034592,0.022626,-0.012135,-0.04833,-0.009399,-0.0467,-0.031337,0.015412,0.020478,0.063612,0.015223,-0.067012,-0.080217,-0.014501,0.059134,-0.031818
0.035456,0.029609,-0.017451,-0.031383,-0.01119,-0.024461,-0.015644,0.015184,0.027557,-0.024786,-0.009605,0.023596,-0.001474,-0.041496,0.063311,0.025992,0.068452,0.033355,-0.000953,0.022808,-0.023316,-0.022914,-0.036777,0.044785,0.046366,0.019234,-0.017944,0.017622,0.017233,-0.027976,0.024119,0.040909,-0.003013,0.005551,-0.009504,-0.035008,-0.025655,-0.03556,-0.015691,-0.006095,0.032812
0.026152,0.023203,0.013182,-0.021683,-0.044781,-0.014152,-0.058708,0.00775,0.021178,-0.012501,-0.031668,-0.000153,0.011027,-0.027225,0.047456,0.011309,0.035091,0.030459,0.032837,0.024352,-0.02609,-0.002776,-0.034424,0.006614,0.044269,0.01359,-0.03508,0.014205,0.004768,-0.034025,0.001302,-0.000941,0.010409,-0.032676,-0.033873,-0.041904,-0.030402,-0.020787,0.011464,-0.002664,0.057011
-0.018158,0.028699,-0.006428,-0.085378,-0.015664,-0.008923,-0.04548,0.033924,0.003978,0.001919,0.017972,0.009404,0.018907,-0.036004,-0.049034,-0.014327,0.024876,-0.057808,-0.066988,0.032202,-0.023969,0.086063,0.053193,0.007045,0.017311,-0.002391,-0.065267,-0.009918,-0.012473,-0.03921,0.046157,0.038453,0.042787,0.021699,0.025372,-0.005955,0.005014,-0.010657,0.009376,-0.005392,-0.034386
0.027176,-0.010806,-0.000112,-0.026982,0.04419,-0.010501,0.03416,-0.007208,-0.051025,0.015871,-0.010191,-0.041202,-0.008638,0.016504,-0.051854,0.035296,0.000504,0.002221,-0.012449,0.006409,0.03923,-0.012485,-0.036974,0.038343,-0.045078,0.036704,-0.032655,-0.044461,0.001646,-0.002545,0.039394,-0.014106,-0.0587,-0.026696,-0.044887,-0.035243,-0.043717,0.002044,-0.051335,-0.051221,0.019812
-0.016065,-0.023445,-0.028619,-0.023066,0.000156,0.01776,0.019722,-0.03378,-0.041387,0.032421,0.009166,0.002541,-0.005732,-0.027128,0.011768,-0.011929,-0.034369,-0.001544,0.004325,0.013589,0.028492,0.002403,-0.00093,-0.052418,-0.014271,-0.008772,-0.024183,-0.013423,-0.032677,0.006229,-0.02974,-0.016252,-0.006436,0.015257,0.007678,-0.019297,0.009439,0.001504,0.026875,-0.022869,-0.018409
0.04233,-0.026184,-0.004209,-0.005219,0.001253,0.038044,0.029058,-0.002531,-0.032887,0.011812,-0.028398,0.00437,-0.023629,-0.00188,-0.03396,0.000796,-0.015551,0.004446,-0.012015,0.0394,0.037992,-0.003504,-0.02247,0.00482,-0.013468,-0.000872,-0.009792,-0.059242,-0.044172,-0.00927,0.003435,-0.031855,0.016246,0.007689,-0.003395,-0.041272,-0.03456,-0.01039,-0.008657,-0.015842,0.001681
0.049142,-0.019443,0.015034,-0.024142,-0.022946,0.025403,0.016821,-0.021016,-0.050202,0.033268,-0.0184,-0.000693,0.045334,0.00592,-0.026562,-0.013304,-0.002517,0.043182,0.007433,-0.012398,-0.008262,-0.048238,-0.047628,-0.000295,-0.037921,-0.003195,-0.051195,0.015297,0.048953,0.008343,0.036739,0.018167,-0.0177,0.015922,-0.025044,0.00867,0.00062,-0.012815,-0.055692,-0.002019,0.003542
0.038632,-0.013501,0.007762,-0.033446,-0.014206,0.011494,0.01531,-0.021714,-0.050826,0.026926,-0.014367,-0.011279,0.041224,0.009476,-0.027292,-0.000411,-0.004269,0.029201,0.008579,-0.009989,-0.001845,-0.047693,-0.043826,0.002992,-0.047132,0.003299,-0.044024,0.007395,0.049958,0.005312,0.046762,0.013349,-0.034655,0.004933,-0.022793,0.001911,-0.00159,-0.010164,-0.054152,-0.00902,0.003723
0.045852,0.025038,-0.037046,0.041351,0.048998,0.026093,0.026343,-0.001283,0.012429,-0.025327,-0.024474,0.004374,-0.050732,0.052547,0.037831,0.019144,-0.002314,0.021657,0.004724,-0.050695,-0.03188,0.024487,-0.062465,-0.031214,-0.055622,-0.027751,0.048406,0.012009,-0.026072,0.060533,0.038432,-0.025192,-0.020543,-0.023055,0.068332,0.010893,-0.023735,0.044672,0.008251,0.052962,-0.00881
-0.05058,0.023951,-0.028152,0.031203,0.021011,-0.018547,-0.017095,0.011536,0.046458,-0.023118,0.015479,0.005347,-0.049132,0.002099,0.022418,0.013657,0.004718,-0.042314,-0.002341,0.021195,0.013409,0.033842,0.050646,0.005319,0.028423,0.000078,0.049879,-0.015629,-0.041346,-0.016176,-0.028917,-0.004806,0.012341,-0.014729,0.031655,-0.006504,0.001142,0.012302,0.029421,0.000399,-0.014256
0.038212,-0.027121,-0.008153,-0.007535,0.000876,0.039146,0.030733,-0.005709,-0.035555,0.014909,-0.026811,0.004767,-0.02401,-0.005589,-0.030808,-0.000063,-0.020245,0.004144,-0.011552,0.039897,0.039768,-0.00494,-0.021587,-0.000052,-0.015405,-0.002123,-0.012505,-0.05864,-0.045301,-0.008276,0.000684,-0.031646,0.01505,0.009539,-0.002128,-0.041752,-0.031484,-0.009861,-0.006199,-0.017891,-0.001178
-0.055085,-0.001427,-0.030256,-0.01901,-0.000476,-0.008864,-0.000323,-0.034672,-0.012868,0.020463,0.026631,-0.000601,0.010486,-0.023187,0.038016,-0.009382,-0.023738,-0.008725,0.007999,-0.009314,0.00205,-0.000497,0.020602,-0.049502,-0.009392,-0.006685,-0.016211,0.027246,0.005024,0.003787,-0.028489,0.014504,-0.020855,0.006186,0.007394,0.007189,0.0363,0.009611,0.023541,-0.012662,-0.019975
-0.020764,0.024729,-0.012858,-0.008546,0.014929,-0.029935,-0.004184,0.016178,0.00263,-0.011678,0.019253,-0.026339,-0.026554,0.020685,-0.005615,0.019477,0.008361,-0.019776,0.011295,-0.009554,0.007092,0.017396,0.033542,0.015426,-0.015932,0.019643,0.033617,-0.013795,0.002761,-0.007844,0.014057,-0.00932,-0.039367,-0.034693,0.013334,-0.009282,-0.009701,0.008892,-0.0005,-0.019525,-0.000183
0.039366,-0.038105,-0.014356,-0.000841,0.000034,0.030017,0.073815,0.022709,0.011088,-0.00201,0.007485,0.004066,-0.037079,-0.029863,0.024493,-0.029766,-0.019506,-0.021457,-0.043801,0.030412,-0.017006,0.003965,0.013769,-0.018232,0.016037,0.028953,0.078384,0.011583,0.034949,0.009777,0.031305,-0.033113,-0.004165,0.017144,0.007168,-0.007553,0.004934,-0.040256,-0.07067,0.041708,-0.004238
0.002465,0.052448,-0.058882,-0.025836,0.033784,-0.019133,-0.012534,0.017397,-0.011364,0.060339,0.035769,-0.001115,0.00331,-0.048447,0.012751,0.029501,0.020371,-0.008525,-0.003709,-0.002584,0.007043,0.01933,0.039089,-0.021248,0.002029,0.042576,-0.045118,0.036453,-0.045867,0.00083,-0.022458,0.042785,-0.00879,0.00835,0.038705,0.037508,-0.01562,-0.048417,0.000458,-0.033336,-0.022323
-0.003385,-0.044944,0.058301,0.026535,-0.021002,0.005002,0.018866,-0.029837,-0.002534,-0.041395,-0.002153,0.017362,0.00374,0.010814,0.010292,-0.053804,-0.001785,-0.026935,0.002381,0.017011,0.016049,0.010021,-0.028275,0.010459,0.028176,-0.039348,0.070625,-0.006023,0.041466,0.004368,0.016248,-0.02668,0.002791,0.01316,-0.024216,-0.032826,0.023794,0.03325,0.002419,0.026038,-0.005011
-0.033191,-0.0548,-0.026399,0.069432,0.020173,-0.018952,0.00611,-0.039288,-0.038171,0.050596,0.05993,-0.050027,0.038034,-0.077857,0.064096,0.047327,0.044664,0.021248,0.060638,-0.015218,0.06221,-0.080122,-0.00097,-0.031139,0.020833,-0.013822,0.019509,-0.042652,0.025111,0.01098,-0.08237,-0.04936,0.007335,-0.035919,-0.00378,0.078367,-0.015688,-0.014212,-0.055591,-0.012964,-0.006529
-0.042536,0.00736,0.014529,0.006553,-0.008802,-0.058097,-0.097008,-0.035301,-0.043348,0.035864,-0.012135,-0.013391,-0.018621,0.012108,-0.077273,-0.016348,0.018758,-0.018546,0.062077,-0.017848,0.016405,0.002451,0.021446,-0.034693,0.011385,-0.004324,-0.045694,0.007594,-0.053222,0.032443,-0.068124,0.012613,-0.044685,-0.002155,0.01509,0.006228,-0.000525,0.015346,0.082009,-0.027685,-0.035272
0.005678,-0.038503,0.071725,0.024391,-0.041758,0.014918,-0.054446,-0.015614,-0.006622,0.02949,-0.0073,-0.003786,0.019969,0.011811,-0.009543,-0.063818,-0.000814,-0.037278,0.044769,0.023198,0.01427,0.045976,-0.012293,-0.042554,0.047339,-0.016381,0.041588,-0.000824,0.00292,-0.010222,-0.001181,-0.072848,0.00844,-0.052334,-0.015914,-0.014922,0.002371,-0.008685,0.032289,0.025433,-0.008126
-0.016734,0.025223,-0.004355,-0.015184,0.003015,-0.032596,-0.084594,-0.012032,-0.03331,0.065459,-0.004274,-0.011117,0.004558,-0.005346,-0.054215,-0.003303,0.014906,-0.013665,0.040039,-0.005653,0.009089,0.015533,0.025232,-0.04725,0.001827,0.013814,-0.059339,0.007646,-0.062852,0.015169,-0.043389,0.010452,-0.016866,-0.016637,0.025547,0.023048,-0.011683,-0.011557,0.066034,-0.030846,-0.035953
-0.012817,-0.017367,-0.021309,-0.077622,-0.042783,0.01499,0.038375,0.026188,-0.047012,0.020964,0.027573,0.011669,-0.008702,-0.050806,0.121535,-0.063257,-0.031029,0.045407,-0.012485,-0.114596,-0.023123,-0.004916,0.024455,0.004069,-0.003055,-0.028329,-0.004993,0.05106,0.07799,0.035306,0.01796,0.087007,0.025796,0.038624,-0.020383,0.025508,0.076634,0.09782,-0.046023,-0.029385,-0.031966
0.071097,0.001032,-0.020589,-0.056091,0.007209,0.051482,0.069541,0.041251,0.022061,0.024536,-0.000583,0.027108,0.008509,-0.050003,0.063647,-0.012446,-0.006352,0.006693,-0.064823,0.053667,-0.021349,-0.002887,-0.013054,-0.005934,0.009121,0.044764,0.036915,0.000712,0.020534,-0.019378,0.084358,-0.004724,0.029441,0.00735,0.003528,-0.018606,-0.000945,-0.05211,-0.047525,0.009369,-0.00174
-0.005359,-0.017906,0.029457,0.014364,-0.060939,0.018401,-0.032866,-0.010895,0.001031,-0.009377,-0.024761,-0.002444,-0.01605,-0.006112,0.012216,-0.03834,-0.035163,-0.023084,0.038808,0.031812,0.010524,0.00367,-0.019332,-0.002219,0.017647,-0.042586,0.018001,-0.020999,0.027627,-0.016906,0.014624,-0.0479,0.016706,-0.027936,-0.019882,-0.03935,0.003978,0.025012,-0.01223,0.0124,-0.002329
0.054763,0.010084,-0.010028,-0.021074,0.01798,0.048098,0.082166,0.029057,0.044558,-0.026259,0.005132,0.01563,0.02957,0.00262,0.078646,0.012607,-0.011397,0.010328,-0.068828,0.025815,-0.023698,0.027963,-0.016384,0.01736,-0.011031,0.028276,0.035709,0.022282,0.035251,-0.04677,0.060834,-0.000595,0.03239,-0.006876,-0.021747,-0.017288,-0.014793,-0.030319,-0.070545,0.023707,0.051444
-0.045376,0.020115,-0.021377,0.03954,0.005434,0.037041,0.003682,-0.002298,-0.005914,0.039792,0.021039,0.001118,-0.021988,0.031559,-0.016329,-0.016786,-0.078658,-0.069237,0.011225,0.007931,0.061621,0.031685,0.041717,0.013269,-0.04328,-0.043773,0.016462,-0.015097,-0.009764,-0.018366,0.011583,-0.009861,0.01032,-0.0195,0.035523,0.019459,0.018426,0.030378,-0.03828,-0.017142,-0.066566
