# # Time 	 h_plus 	 h_cross 
# 
-4.090000000000000000e+02	2.637901366489766100e-02	1.555415954935133460e-01
-4.080000000000000000e+02	3.884370897163189756e-02	1.531239186484638637e-01
-4.070000000000000000e+02	5.109425957900564502e-02	1.497032463354240339e-01
-4.060000000000000000e+02	6.304964312989411179e-02	1.452980327380346826e-01
-4.050000000000000000e+02	7.463018128875999191e-02	1.399326879047085304e-01
-4.040000000000000000e+02	8.575828156328037244e-02	1.336382696809642334e-01
-4.030000000000000000e+02	9.635861993916838841e-02	1.264519823392684650e-01
-4.020000000000000000e+02	1.063586104774908309e-01	1.184178270543444211e-01
-4.010000000000000000e+02	1.156906713954576477e-01	1.095851741876369828e-01
-4.000000000000000000e+02	1.242906212131985877e-01	1.000088880015152226e-01
-3.990000000000000000e+02	1.320986777820378488e-01	8.974888821060246491e-02
-3.980000000000000000e+02	1.390595048293620795e-01	7.887029392106718884e-02
-3.970000000000000000e+02	1.451237081260834672e-01	6.744296839083901984e-02
-3.960000000000000000e+02	1.502472536471536890e-01	5.554084717893868067e-02
-3.950000000000000000e+02	1.543921926338575612e-01	4.324150563251196594e-02
-3.940000000000000000e+02	1.575266124064675644e-01	3.062551025331245944e-02
-3.930000000000000000e+02	1.596262018768923319e-01	1.777622923577749231e-02
-3.920000000000000000e+02	1.606732272141284945e-01	4.777525978741969763e-03
-3.910000000000000000e+02	1.606568029761075433e-01	-8.284076168051665925e-03
-3.900000000000000000e+02	1.595730020998101240e-01	-2.132056737431466120e-02
-3.890000000000000000e+02	1.574248165064556504e-01	-3.424410181974987116e-02
-3.880000000000000000e+02	1.542227569915831098e-01	-4.696712192375928491e-02
-3.870000000000000000e+02	1.499844784048670332e-01	-5.940274599720832965e-02
-3.860000000000000000e+02	1.447349796848112768e-01	-7.146620331402792070e-02
-3.850000000000000000e+02	1.385063899019522704e-01	-8.307475938575106800e-02
-3.840000000000000000e+02	1.313375954077362073e-01	-9.414824021039475133e-02
-3.830000000000000000e+02	1.232747082913929898e-01	-1.046100086784836763e-01
-3.820000000000000000e+02	1.143690430609568959e-01	-1.143865022792025371e-01
-3.810000000000000000e+02	1.046783614433188375e-01	-1.234086735345046176e-01
-3.800000000000000000e+02	9.426615183161238254e-02	-1.316123628753234631e-01
-3.790000000000000000e+02	8.320112365110346464e-02	-1.389383967801266218e-01
-3.780000000000000000e+02	7.155744847621997584e-02	-1.453344218175313951e-01
-3.770000000000000000e+02	5.941360391683282727e-02	-1.507537924994663825e-01
-3.760000000000000000e+02	4.685208697125509830e-02	-1.551564842664549526e-01
-3.750000000000000000e+02	3.395850432072539810e-02	-1.585107266876530085e-01
-3.740000000000000000e+02	2.082028383849703068e-02	-1.607896311000266143e-01
-3.730000000000000000e+02	7.527530270314486231e-03	-1.619742645622052890e-01
-3.720000000000000000e+02	-5.828332307982342191e-03	-1.620534613809559710e-01
-3.710000000000000000e+02	-1.915495692572815115e-02	-1.610234210492304252e-01
-3.700000000000000000e+02	-3.235964371279271418e-02	-1.588883148287991154e-01
-3.690000000000000000e+02	-4.535058804432755275e-02	-1.556610099785254719e-01
-3.680000000000000000e+02	-5.803713827245627482e-02	-1.513613669494739411e-01
-3.670000000000000000e+02	-7.032986691828273240e-02	-1.460167581507905155e-01
-3.660000000000000000e+02	-8.214207801393119679e-02	-1.396624892183772892e-01
-3.650000000000000000e+02	-9.339003803813546167e-02	-1.323409427514974368e-01
-3.640000000000000000e+02	-1.039932555735490760e-01	-1.241015712271488908e-01
-3.630000000000000000e+02	-1.138764078299179111e-01	-1.149995668782143460e-01
-3.620000000000000000e+02	-1.229691545275808096e-01	-1.050975833299966494e-01
-3.610000000000000000e+02	-1.312061721052827368e-01	-9.446356928424151644e-02
-3.600000000000000000e+02	-1.385281316416327735e-01	-8.317041850635142897e-02
-3.590000000000000000e+02	-1.448814206452980757e-01	-7.129593010472781711e-02
-3.580000000000000000e+02	-1.502182236955692252e-01	-5.892287405651458476e-02
-3.570000000000000000e+02	-1.544997057133999374e-01	-4.613848860745972669e-02
-3.560000000000000000e+02	-1.576935483001130622e-01	-3.303279258245889194e-02
-3.550000000000000000e+02	-1.597751664846994712e-01	-1.969788053306233827e-02
-3.540000000000000000e+02	-1.607276775800079993e-01	-6.228014840333079630e-03
-3.530000000000000000e+02	-1.605416330969075545e-01	7.281376705416727629e-03
-3.520000000000000000e+02	-1.592168900489342453e-01	2.073439890812883366e-02
-3.510000000000000000e+02	-1.567606946067711116e-01	3.403529604832833400e-02
-3.500000000000000000e+02	-1.531880962154678061e-01	4.708948669763731582e-02
-3.490000000000000000e+02	-1.485223186686076280e-01	5.980291358449620065e-02
-3.480000000000000000e+02	-1.427946674832353546e-01	7.208366401986282535e-02
-3.470000000000000000e+02	-1.360436487521838322e-01	8.384291139888214173e-02
-3.460000000000000000e+02	-1.283149647271460414e-01	9.499446772614286716e-02
-3.450000000000000000e+02	-1.196633643257960511e-01	1.054572635554100746e-01
-3.440000000000000000e+02	-1.101494061505554484e-01	1.151548652812016960e-01
-3.430000000000000000e+02	-9.984001351261062585e-02	1.240160711557660167e-01
-3.420000000000000000e+02	-8.880834126271128226e-02	1.319752540745628144e-01
-3.410000000000000000e+02	-7.713422687116838761e-02	1.389761669646852604e-01
-3.400000000000000000e+02	-6.489932289529258547e-02	1.449630615663050903e-01
-3.390000000000000000e+02	-5.219112152062074794e-02	1.498893768806707494e-01
-3.380000000000000000e+02	-3.910154227564681395e-02	1.537165877116553336e-01
-3.370000000000000000e+02	-2.572592841256903309e-02	1.564152435241584482e-01
-3.360000000000000000e+02	-1.216152702622441337e-02	1.579630165349283910e-01
-3.350000000000000000e+02	1.492464078328820413e-03	1.583444031670032948e-01
-3.340000000000000000e+02	1.513549837683620183e-02	1.575537526903769137e-01
-3.330000000000000000e+02	2.866786857547955203e-02	1.555942299763401482e-01
-3.320000000000000000e+02	4.198829782410470890e-02	1.524774262451535911e-01
-3.310000000000000000e+02	5.499929608730058650e-02	1.482224480931331190e-01
-3.300000000000000000e+02	6.760370206102848945e-02	1.428559923416648225e-01
-3.290000000000000000e+02	7.970664025117395191e-02	1.364143260640783006e-01
-3.280000000000000000e+02	9.121694023593367173e-02	1.289431625693910899e-01
-3.270000000000000000e+02	1.020477570533769446e-01	1.204944822641235008e-01
-3.260000000000000000e+02	1.121161627189922322e-01	1.111277741313540096e-01
-3.250000000000000000e+02	1.213423713392716707e-01	1.009072237475056033e-01
-3.240000000000000000e+02	1.296549850632444656e-01	8.990762973645760603e-02
-3.230000000000000000e+02	1.369883990490387282e-01	7.821025154924239609e-02
-3.220000000000000000e+02	1.432836317242130730e-01	6.590069073987091242e-02
-3.210000000000000000e+02	1.484891053304748243e-01	5.306925572850865885e-02
-3.200000000000000000e+02	1.525609022821091953e-01	3.981047635001708912e-02
-3.190000000000000000e+02	1.554643522695532409e-01	2.622495352968246679e-02
-3.180000000000000000e+02	1.571712928357721917e-01	1.241431383209948280e-02
-3.170000000000000000e+02	1.576615960754588763e-01	-1.516652439504401467e-03
-3.160000000000000000e+02	1.569255008865189371e-01	-1.546074581218380081e-02
-3.150000000000000000e+02	1.549627155776255039e-01	-2.931009066161460036e-02
-3.140000000000000000e+02	1.517826359858214236e-01	-4.295713802455480151e-02
-3.130000000000000000e+02	1.474039399878396273e-01	-5.629485644467759065e-02
-3.120000000000000000e+02	1.418540324540692177e-01	-6.921787600556632281e-02
-3.110000000000000000e+02	1.351700244441742804e-01	-8.162312267696114620e-02
-3.100000000000000000e+02	1.273981810477965160e-01	-9.341061315376507357e-02
-3.090000000000000000e+02	1.185932899976268884e-01	-1.044848504960352586e-01
-3.080000000000000000e+02	1.088185332204279349e-01	-1.147547647881341087e-01
-3.070000000000000000e+02	9.814544508635489328e-02	-1.241344123659320342e-01
-3.060000000000000000e+02	8.665306394044199056e-02	-1.325441517903354904e-01
-3.050000000000000000e+02	7.442770503782553115e-02	-1.399110267332630553e-01
-3.040000000000000000e+02	6.156291186982836006e-02	-1.461699148841781315e-01
-3.030000000000000000e+02	4.815758115125474970e-02	-1.512639831894923015e-01
-3.020000000000000000e+02	3.431640317193328932e-02	-1.551449595132657899e-01
-3.010000000000000000e+02	2.014915297134518835e-02	-1.577738980719964601e-01
-3.000000000000000000e+02	5.768866882615721926e-03	-1.591219250921693251e-01
-2.990000000000000000e+02	-8.708678324228119258e-03	-1.591704444655406003e-01
-2.980000000000000000e+02	-2.316606133495347983e-02	-1.579114003459913540e-01
-2.970000000000000000e+02	-3.748580094792085260e-02	-1.553472566779321440e-01
-2.960000000000000000e+02	-5.155036890376720610e-02	-1.514910581871692363e-01
-2.950000000000000000e+02	-6.524199970473087973e-02	-1.463634025389305704e-01
-2.940000000000000000e+02	-7.844563695263619130e-02	-1.399990085614232216e-01
-2.930000000000000000e+02	-9.104899026539775564e-02	-1.324426984386990747e-01
-2.920000000000000000e+02	-1.029435902747563442e-01	-1.237492816498708403e-01
-2.910000000000000000e+02	-1.140265792714645898e-01	-1.139828230976926843e-01
-2.900000000000000000e+02	-1.242001423467025828e-01	-1.032172744005471210e-01
-2.890000000000000000e+02	-1.333730232984637054e-01	-9.153564813041692450e-02
-2.880000000000000000e+02	-1.414613367549522882e-01	-7.902953430275500013e-02
-2.870000000000000000e+02	-1.483894420552463456e-01	-6.579841457343871269e-02
-2.860000000000000000e+02	-1.540877248109417952e-01	-5.194729898642194005e-02
-2.850000000000000000e+02	-1.585031104590405304e-01	-3.759062757719661835e-02
-2.840000000000000000e+02	-1.615897703278610376e-01	-2.284623489282108441e-02
-2.830000000000000000e+02	-1.633123157891686328e-01	-7.836317987746503275e-03
-2.820000000000000000e+02	-1.636465196827323609e-01	7.313612950830558970e-03
-2.810000000000000000e+02	-1.625791651113027425e-01	2.247570416850147579e-02
-2.800000000000000000e+02	-1.601096933849816550e-01	3.752091601267614623e-02
-2.790000000000000000e+02	-1.562492156458188119e-01	5.231951016075202243e-02
-2.780000000000000000e+02	-1.510207012426454110e-01	6.674291466526691141e-02
-2.770000000000000000e+02	-1.444582496778478165e-01	8.066593832033140676e-02
-2.760000000000000000e+02	-1.366090500052078438e-01	9.396376011753655721e-02
-2.750000000000000000e+02	-1.275314699872592827e-01	1.065163339437165818e-01
-2.740000000000000000e+02	-1.172952092891142162e-01	1.182092940440951784e-01
-2.730000000000000000e+02	-1.059807339923104219e-01	1.289347519342252668e-01
-2.720000000000000000e+02	-9.367871012968180533e-02	1.385922988765933284e-01
-2.710000000000000000e+02	-8.048912283275051760e-02	1.470900975075839223e-01
-2.700000000000000000e+02	-6.652179290400367373e-02	1.543479485751028668e-01
-2.690000000000000000e+02	-5.189141425937331825e-02	1.602916030230493727e-01
-2.680000000000000000e+02	-3.672037141531456217e-02	1.648584695558479862e-01
-2.670000000000000000e+02	-2.113792849513287248e-02	1.679978222199799420e-01
-2.660000000000000000e+02	-5.278493340085362202e-03	1.696711026723155546e-01
-2.650000000000000000e+02	1.071982344802352785e-02	1.698524968588074613e-01
-2.640000000000000000e+02	2.671679077324653692e-02	1.685313071364520909e-01
-2.630000000000000000e+02	4.257029102593925390e-02	1.657053938469360832e-01
-2.620000000000000000e+02	5.813841081118235887e-02	1.613880258364704112e-01
-2.610000000000000000e+02	7.327994585652934656e-02	1.556062505958219488e-01
-2.600000000000000000e+02	8.785664706851659123e-02	1.484003343843890155e-01
-2.590000000000000000e+02	1.017342691099693552e-01	1.398233015373912258e-01
-2.580000000000000000e+02	1.147830206623592780e-01	1.299410516575384422e-01
-2.570000000000000000e+02	1.268790367791890195e-01	1.188319217401975492e-01
-2.560000000000000000e+02	1.379055380502136607e-01	1.065859597456460667e-01
-2.550000000000000000e+02	1.477539306938325248e-01	9.330520899276786850e-02
-2.540000000000000000e+02	1.563256716677244584e-01	7.910138272354944045e-02
-2.530000000000000000e+02	1.635325755073423482e-01	6.409556740891543536e-02
-2.520000000000000000e+02	1.692976111302785802e-01	4.841765718008825270e-02
-2.510000000000000000e+02	1.735558492548976151e-01	3.220540488711585297e-02
-2.500000000000000000e+02	1.762534763148773942e-01	1.560205796758269009e-02
-2.490000000000000000e+02	1.773538900961325326e-01	-1.242729123363234267e-03
-2.480000000000000000e+02	1.768345611348419999e-01	-1.817605241958458739e-02
-2.470000000000000000e+02	1.746862656152856352e-01	-3.504276585364490826e-02
-2.460000000000000000e+02	1.709140059040074322e-01	-5.168567620608772312e-02
-2.450000000000000000e+02	1.655388025963423215e-01	-6.794770473367398034e-02
-2.440000000000000000e+02	1.585973873462159789e-01	-8.367401264908691516e-02
-2.430000000000000000e+02	1.501409844380828529e-01	-9.871272740923915656e-02
-2.420000000000000000e+02	1.402357385554054980e-01	-1.129164117644103210e-01
-2.410000000000000000e+02	1.289618469568382941e-01	-1.261435049075352310e-01
-2.400000000000000000e+02	1.164140479411926443e-01	-1.382606054789761729e-01
-2.390000000000000000e+02	1.027000876739457835e-01	-1.491432533075736089e-01
-2.380000000000000000e+02	8.794059756636839198e-02	-1.586767049689184195e-01
-2.370000000000000000e+02	7.226783319850624276e-02	-1.667587735850849517e-01
-2.360000000000000000e+02	5.582453158172477614e-02	-1.732998876698896018e-01
-2.350000000000000000e+02	3.876156205160334600e-02	-1.782218141068183659e-01
-2.340000000000000000e+02	2.123854783129716303e-02	-1.814625895622553886e-01
-2.330000000000000000e+02	3.421476679972612622e-03	-1.829760347315983748e-01
-2.320000000000000000e+02	-1.451850284583153065e-02	-1.827341324337037332e-01
-2.310000000000000000e+02	-3.240709429769485228e-02	-1.807253168418108957e-01
-2.300000000000000000e+02	-5.006759739013528360e-02	-1.769516648203922349e-01
-2.290000000000000000e+02	-6.732391860783439042e-02	-1.714353491072165836e-01
-2.280000000000000000e+02	-8.400187389221225320e-02	-1.642162990170413506e-01
-2.270000000000000000e+02	-9.993057118473394618e-02	-1.553523110578177713e-01
-2.260000000000000000e+02	-1.149448239972837432e-01	-1.449185226454306474e-01
-2.250000000000000000e+02	-1.288869169506351164e-01	-1.330067994055310343e-01
-2.240000000000000000e+02	-1.416076923615627037e-01	-1.197261282859049258e-01
-2.230000000000000000e+02	-1.529696164542913295e-01	-1.051995804479867597e-01
-2.220000000000000000e+02	-1.628466499026851588e-01	-8.956416370404039762e-02
-2.210000000000000000e+02	-1.711266521106531713e-01	-7.297051814445273954e-02
-2.200000000000000000e+02	-1.777123674167015444e-01	-5.558180201032161816e-02
-2.190000000000000000e+02	-1.825218652815245590e-01	-3.756911934102259015e-02
-2.180000000000000000e+02	-1.854919527548417602e-01	-1.911399784141461916e-02
-2.170000000000000000e+02	-1.865807796861196910e-01	-4.050538195177276046e-04
-2.160000000000000000e+02	-1.857636526791756615e-01	1.836588983297780114e-02
-2.150000000000000000e+02	-1.830353505419432536e-01	3.700383827071517667e-02
-2.140000000000000000e+02	-1.784092711991191738e-01	5.531268358077295194e-02
-2.130000000000000000e+02	-1.719184891217896693e-01	7.309650655173595413e-02
-2.120000000000000000e+02	-1.636225151870700223e-01	9.016471278944238055e-02
-2.110000000000000000e+02	-1.535969284934188828e-01	1.063320616612710295e-01
-2.100000000000000000e+02	-1.419364423671780340e-01	1.214208772599875141e-01
-2.090000000000000000e+02	-1.287546191057633016e-01	1.352626508610074996e-01
-2.080000000000000000e+02	-1.141810882909467528e-01	1.476994151750065654e-01
-2.070000000000000000e+02	-9.836508452611079922e-02	1.585899736090725098e-01
-2.060000000000000000e+02	-8.146974167188619775e-02	1.678069869966536398e-01
-2.050000000000000000e+02	-6.367112204829143696e-02	1.752406909642587329e-01
-2.040000000000000000e+02	-4.515806155365974239e-02	1.808004442393907896e-01
-2.030000000000000000e+02	-2.612756492521163890e-02	1.844125636342062724e-01
-2.020000000000000000e+02	-6.784816216725724977e-03	1.860255449559783947e-01
-2.010000000000000000e+02	1.265958102888456102e-02	1.856095795566167772e-01
-2.000000000000000000e+02	3.199089761607146198e-02	1.831573227497602652e-01
-1.990000000000000000e+02	5.099432787707637582e-02	1.786843199618221023e-01
-1.980000000000000000e+02	6.945686674243366221e-02	1.722289923914454568e-01
-1.970000000000000000e+02	8.717266162398257245e-02	1.638578719346559520e-01
-1.960000000000000000e+02	1.039388754630035938e-01	1.536497225405376588e-01
-1.950000000000000000e+02	1.195607056800808005e-01	1.417067007227121866e-01
-1.940000000000000000e+02	1.338555864571303877e-01	1.281536969710846963e-01
-1.930000000000000000e+02	1.466543263172740974e-01	1.131352532976755837e-01
-1.920000000000000000e+02	1.578033386732863586e-01	9.681406889036249519e-02
-1.910000000000000000e+02	1.671670727165575354e-01	7.936837694881770933e-02
-1.900000000000000000e+02	1.746289575861040833e-01	6.099080961185481681e-02
-1.890000000000000000e+02	1.800942447424457582e-01	4.188699147240365628e-02
-1.880000000000000000e+02	1.834883705853580793e-01	2.227201701488220817e-02
-1.870000000000000000e+02	1.847580512976874367e-01	2.369128528957648375e-03
-1.860000000000000000e+02	1.838758299702411836e-01	-1.759147187981591198e-02
-1.850000000000000000e+02	1.808389357560280519e-01	-3.737783789369503867e-02
-1.840000000000000000e+02	1.756682515630945685e-01	-5.675778327149098856e-02
-1.830000000000000000e+02	1.684128004296998882e-01	-7.550180037885208251e-02
-1.820000000000000000e+02	1.591447205407529319e-01	-9.338520876077101296e-02
-1.810000000000000000e+02	1.479592607285399042e-01	-1.101900740120181493e-01
-1.800000000000000000e+02	1.349761533564688143e-01	-1.257089024728004489e-01
-1.790000000000000000e+02	1.203392766697850558e-01	-1.397487430328021862e-01
-1.780000000000000000e+02	1.042122861112099452e-01	-1.521312279748234242e-01
-1.770000000000000000e+02	8.677827124905118650e-02	-1.626954989122804951e-01
-1.760000000000000000e+02	6.824041629764793226e-02	-1.712993720164833478e-01
-1.750000000000000000e+02	4.881601421248338291e-02	-1.778239122405207429e-01
-1.740000000000000000e+02	2.873634622911136471e-02	-1.821762426568563631e-01
-1.730000000000000000e+02	8.242013296556223445e-03	-1.842842213489886694e-01
-1.720000000000000000e+02	-1.241750619546111954e-02	-1.841024166464547973e-01
-1.710000000000000000e+02	-3.298610992016205723e-02	-1.816145893039016468e-01
-1.700000000000000000e+02	-5.320645043595891022e-02	-1.768323602675219985e-01
-1.690000000000000000e+02	-7.282544962811410283e-02	-1.697961156625804602e-01
-1.680000000000000000e+02	-9.159163237566794735e-02	-1.605749217635702442e-01
-1.670000000000000000e+02	-1.092608984748571488e-01	-1.492649528374705992e-01
-1.660000000000000000e+02	-1.255968539775554338e-01	-1.359855789264991233e-01
-1.650000000000000000e+02	-1.403837465205400592e-01	-1.208878720355522352e-01
-1.640000000000000000e+02	-1.534147226494811389e-01	-1.041492316391355033e-01
-1.630000000000000000e+02	-1.645037521286914495e-01	-8.597007815588508794e-02
-1.620000000000000000e+02	-1.734876589568710437e-01	-6.657178919637475600e-02
-1.610000000000000000e+02	-1.802294276465328804e-01	-4.618976614647373607e-02
-1.600000000000000000e+02	-1.846152813719829089e-01	-2.508702678267309485e-02
-1.590000000000000000e+02	-1.865678522207006584e-01	-3.535293893254848243e-03
-1.580000000000000000e+02	-1.860394922527091044e-01	1.818551848335422244e-02
-1.570000000000000000e+02	-1.830025368712465961e-01	3.978794372464430212e-02
-1.560000000000000000e+02	-1.774711726494499209e-01	6.098260140656407841e-02
-1.550000000000000000e+02	-1.694935563831773961e-01	8.148021239812572314e-02
-1.540000000000000000e+02	-1.591535844934829080e-01	1.009951418085788533e-01
-1.530000000000000000e+02	-1.465675156183172956e-01	1.192544947890912255e-01
-1.520000000000000000e+02	-1.318790716135590235e-01	1.359981194374080271e-01
-1.510000000000000000e+02	-1.152651657683622655e-01	1.509813025708628131e-01
-1.500000000000000000e+02	-9.693181942121624484e-02	1.639792864400458072e-01
-1.490000000000000000e+02	-7.711166758151505318e-02	1.747913133971434607e-01
-1.480000000000000000e+02	-5.606089836940030685e-02	1.832435442657704416e-01
-1.470000000000000000e+02	-3.405672013820252447e-02	1.891906480965663551e-01
-1.460000000000000000e+02	-1.139472681476515724e-02	1.925199928067581889e-01
-1.450000000000000000e+02	1.161581587886055533e-02	1.931536249232978231e-01
-1.440000000000000000e+02	3.465450844257599722e-02	1.910501605465821096e-01
-1.430000000000000000e+02	5.739531179563750474e-02	1.862064967186318754e-01
-1.420000000000000000e+02	7.951231465274005705e-02	1.786598873109210561e-01
-1.410000000000000000e+02	1.006825908426885741e-01	1.684844192923158346e-01
-1.400000000000000000e+02	1.205905163899819582e-01	1.557921780570111492e-01
-1.390000000000000000e+02	1.389337365324502804e-01	1.407350698383927345e-01
-1.380000000000000000e+02	1.554277023973213157e-01	1.235018738133572408e-01
-1.370000000000000000e+02	1.698104001763972859e-01	1.043148244391708807e-01
-1.360000000000000000e+02	1.818465422926202890e-01	8.342966621283114115e-02
-1.350000000000000000e+02	1.913317083504153249e-01	6.113005695028984193e-02
-1.340000000000000000e+02	1.980951044169111386e-01	3.772465729605792295e-02
-1.330000000000000000e+02	2.019992501982197930e-01	1.354293469469124676e-02
-1.320000000000000000e+02	2.029503886327227169e-01	-1.106788964453934120e-02
-1.310000000000000000e+02	2.008990141391809869e-01	-3.574845114226763571e-02
-1.300000000000000000e+02	1.958367152114400545e-01	-6.013351549580088495e-02
-1.290000000000000000e+02	1.877992032847374537e-01	-8.385597455590934612e-02
-1.280000000000000000e+02	1.768668584104410024e-01	-1.065519864949887319e-01
-1.270000000000000000e+02	1.631641056194188255e-01	-1.278671062920946899e-01
-1.260000000000000000e+02	1.468589088204384774e-01	-1.474607814872808953e-01
-1.250000000000000000e+02	1.281603150796043478e-01	-1.650126178973496671e-01
-1.240000000000000000e+02	1.073171306629023825e-01	-1.802212162466604595e-01
-1.230000000000000000e+02	8.462120114706866980e-02	-1.928239055468934371e-01
-1.220000000000000000e+02	6.039396013062302282e-02	-2.025898832812796091e-01
-1.210000000000000000e+02	3.498601975533369157e-02	-2.093268872200644837e-01
-1.200000000000000000e+02	8.775481500692978304e-03	-2.128870475772437765e-01
-1.190000000000000000e+02	-1.784201984036636740e-02	-2.131708504291983386e-01
-1.180000000000000000e+02	-4.445670286631413920e-02	-2.101181499231719318e-01
-1.170000000000000000e+02	-7.064832082033078997e-02	-2.037252577714871449e-01
-1.160000000000000000e+02	-9.599475027188926479e-02	-1.940416068810830175e-01
-1.150000000000000000e+02	-1.200783552949408473e-01	-1.811704390370985907e-01
