0.056681+0.056682-0.056716-0.056717+0.056680...,-0.0621163-0.0621164-0.0621162+0.0621199+0.0621200...,0.064704+0.064705+0.063703+0.063706-0.063736...,0.0621190-0.0621224+0.0621191-0.0621223-0.0621225...,0.075877+0.075878+0.074876-0.073896-0.073855...,0.0631350+0.0621349+0.0621351+0.061580+0.061579...,-0.0841384-0.0841383-0.0831385+0.0821403+0.0821404...,-0.095887-0.094888-0.093886+0.091905+0.091904...,-0.0921395-0.0921394-0.0911396-0.0881393+0.0881413...,0.086926+0.0861450+0.0851449+0.084925-0.0831440...,0.107947-0.106953-0.105952+0.1031469+0.095980...,-0.107991-0.1041512+0.103996+0.0971517-0.097990...,-0.1151554-0.1131555-0.1121553-0.1081556-0.1041557...,0.1241009-0.121525+0.1181507-0.1141526+0.1141530...,0.134965+0.128964-0.1271481-0.121960-0.117959...,-0.1711556-0.171555-0.171557-0.1681554-0.1681551...,0.1291487+0.1271486-0.1251492-0.1211481-0.1151491...,0.098930+0.097929-0.0931514-0.093938-0.092919...,0.1261489-0.1241484-0.1231483+0.1221488+0.119967...,-0.1221528+0.1151019-0.1061529+0.1021532-0.11023...,0.1461534-0.1441011+0.1431521+0.1421017-0.1391012...,-0.11967+0.108962-0.107968+0.1061031-0.1031495...,-0.126944+0.124950+0.1231466-0.121943-0.121472...,0.157975+0.135974-0.1331492-0.1331024-0.132969...,-0.2531036-0.2481035-0.241037-0.221038-0.221034...,0.179989-0.1681490+0.1611510-0.16993-0.154994...,0.1451528-0.1311533+0.1271529-0.1271532+0.1211537...,0.1971001+0.1721000-0.1681503-0.1631006-0.1581005...,-0.1631522+0.1491517-0.1471031-0.144986+0.135981...,'-0.1561007+0.14 1012-0.1341008-0.127958+0.1231480...',0.2041522-0.1781517+0.1641521-0.1491527-0.1481516...,0.1561000-0.136994-0.129995+0.124999-0.1181529...,-0.138958+0.1281475+0.127962+0.126963-0.1251479...,0.1491510-0.1451516+0.1441482+0.1431511+0.1431483...,0.2521013-0.2211019-0.2151008+0.2121014-0.1881018...,-0.211529-0.1911530+0.1861535+0.1721534-0.1481540...,-0.1531535+0.1441530-0.1421536+0.1331541+0.1321529...,-0.1781027-0.1671028+0.1621032+0.1531033+0.1241003...,0.2121021+0.1981020-0.1891026-0.1771025-0.1641016...,-0.1241496+0.1221474+0.1181473-0.1051497-0.0991495...,'0.18 1543+0.1741542-0.1631548-0.1561027-0.1511547...',class
0.205645,-2.6196,-19.417902,20.005457,-1.269127,0.53507,6.644529,6.398534,16.376382,-0.088255,-0.936939,-0.858609,-3.125694,-1.078973,0.369285,-1.064493,-4.612315,1.512747,-0.194832,-1.710816,2.227843,-4.745409,-1.879588,-1.241764,-1.412795,1.461888,1.781509,4.099028,2.553647,3.081023,-0.174396,-0.094499,0.065594,-0.400382,1.189765,-1.261131,0.127156,-0.249168,-0.498281,0.041792,0.334495,NonSpinning
0.798867,-0.491316,24.098667,16.119088,1.071418,-1.861334,-19.277801,0.286998,-0.217426,-0.641271,-0.011997,0.696011,6.692389,1.676301,0.179488,-2.041984,3.036645,0.72112,0.175619,-0.152519,1.865521,-2.161906,-2.273836,0.243896,1.114252,0.032495,0.312911,0.804942,0.634676,0.199554,0.263633,-0.809151,0.004961,0.10066,0.411525,1.488014,2.034277,-0.06426,-1.052027,0.539914,0.268866,AlignedSpins
0.85485,-1.157299,13.273523,26.412915,0.225613,-1.462439,-15.061592,3.657977,7.952123,-0.570891,-0.289186,0.206505,5.015414,1.192341,0.228411,-2.145619,1.25204,2.134844,0.030623,-0.633912,2.36473,-2.985657,-2.546576,0.048213,0.851505,0.347396,0.72491,1.92744,1.33804,1.048274,0.090176,-0.486552,0.063699,-0.065091,0.760159,1.092541,2.116737,-0.1799,-1.140009,0.220649,0.37498,AlignedSpins
0.456019,-2.369155,-12.451369,25.400341,-1.042461,0.023047,1.208189,6.063059,15.120796,-0.207428,-0.712107,-0.629822,-1.089251,-0.760422,0.268097,0.582105,-2.608804,2.126041,-0.060243,-0.926943,2.400476,-3.169073,-1.979522,-0.774429,-1.005145,1.210782,1.577185,3.747893,2.483122,2.85895,-0.064945,-0.716166,0.108559,-0.216324,1.427786,-0.412906,1.445208,-0.459146,-1.373091,-0.010909,0.495903,AlignedSpins
-0.240551,-2.728123,-26.747441,3.490971,-1.146888,1.233635,14.534014,3.119856,9.489589,0.127472,-0.654768,-0.720107,-3.599798,-1.603682,0.246982,1.994962,-2.649235,1.361986,0.030766,-0.649226,1.30273,-2.207673,-0.866119,-0.993115,-1.750814,1.405472,1.67464,3.745751,2.570711,2.423895,0.138371,-1.416034,0.069293,-0.162173,1.699651,-1.565444,0.661135,-0.618341,-1.311989,-0.272631,0.445839,AlignedSpins
-0.265363,-0.273211,16.578783,-22.22643,1.517956,-0.516705,-3.762853,-5.791872,-12.784625,-0.293977,-0.104411,0.923934,1.042328,0.223931,0.324069,-1.047497,-0.793979,-4.476985,0.209893,0.351683,-3.097657,1.269147,2.730169,-0.217775,-0.005845,-0.477523,-0.72626,-2.880913,-2.121355,-1.136938,0.122731,0.762822,-0.132683,-0.413971,-0.444246,-0.578228,-1.49937,0.49614,1.092645,0.778311,-0.35396,AlignedSpins
0.598226,-0.31504,24.586737,11.129216,1.013035,-1.455951,-14.623621,-0.715577,-1.887907,-0.625762,-0.347408,0.617705,2.670349,0.754503,0.198999,-2.741849,0.687348,-0.639378,0.283499,-0.379764,-2.847102,0.625212,0.988394,-0.134456,0.010663,-0.747105,-1.219272,-4.239025,-3.256898,-1.704487,-0.28695,2.12272,-0.148462,-0.421636,-1.605462,1.033012,-1.214646,1.060253,2.004256,0.74265,-0.512409,AlignedSpins
0.588839,-2.01301,-7.370242,25.966043,-0.739428,-0.098604,-0.894415,4.316235,10.885723,-0.249011,-0.444311,-0.416344,0.447643,-0.419775,-0.001337,1.208427,2.618932,4.403696,0.134918,-0.303889,1.327206,-0.924567,-2.684596,0.530841,0.977832,-0.018172,0.0676,0.434087,0.259367,-0.776204,-0.043934,0.073815,-0.072029,0.335631,-1.343462,2.252241,0.831727,0.649831,0.803229,-0.484447,0.025716,AlignedSpins
-0.31113,-2.605189,-25.223276,-3.213767,-0.695368,1.012578,12.32669,1.039818,4.303622,0.131443,-0.186511,-0.300692,0.139543,-0.845821,0.068982,3.025,2.092363,2.741301,0.235823,0.764419,3.406602,-0.16747,-2.707329,0.436784,0.202117,0.73665,1.012336,2.983186,2.357865,-0.373647,0.318806,-1.942515,-0.047061,0.640467,-0.092692,1.308922,1.660411,-0.034924,-0.517877,-0.988671,0.363883,AlignedSpins
-0.559769,-2.440615,-21.691405,-21.331376,0.726528,-0.015738,-0.172141,-2.900072,-6.64495,-0.227717,0.379134,1.369383,14.63583,4.509513,0.219343,-9.369402,4.176838,1.811858,0.679772,-0.629977,-2.130539,-0.608944,0.586747,-1.365913,-2.792818,1.407669,1.283121,1.677966,1.139247,0.33656,-0.226448,-0.140319,0.063208,-0.511419,2.501547,-1.34904,2.585678,0.290062,-0.433284,0.216837,0.391671,AlignedSpins
-0.145231,-0.129477,25.85547,9.590129,-1.349751,0.718835,19.755176,-0.674483,0.555479,0.242318,-0.1014,-0.046046,2.361124,0.020439,-0.486744,4.494697,7.874969,-3.731674,1.472527,1.855835,-3.390539,2.088877,6.932158,-2.550699,-8.090524,3.076328,3.027227,4.442416,2.85289,-1.218491,-1.04089,0.304058,-0.097913,0.37507,-3.212516,1.329157,-2.69538,0.317649,1.529786,-0.164457,-0.458417,NonSpinning
0.729231,-2.174809,-20.267448,4.57814,2.243197,-0.807121,-24.363749,-1.92451,-3.409592,-0.938135,-0.976936,-1.003082,-11.013614,-3.581809,-0.038007,2.302765,8.539764,-3.591263,1.37376,1.849482,-3.241895,-0.195587,7.719239,-2.70128,-7.173826,2.778352,2.097315,1.403598,1.684331,-7.849737,-0.849656,1.802833,0.169547,-0.979509,-1.885818,2.787845,-3.373392,-3.04146,-7.739767,-3.120435,3.183776,NonSpinning
-0.303083,-0.637407,14.967712,7.847105,-1.000052,1.16479,16.549828,-6.590117,-15.138105,-0.773204,-0.647798,1.610768,4.003361,-0.302772,1.331237,-6.583607,-15.493045,13.063449,-0.023451,-0.993494,2.943961,5.619799,-7.771517,0.696782,0.500547,0.044374,0.455729,2.119624,0.594503,9.308735,-1.258393,1.294112,0.130599,0.275686,-3.364201,1.595169,-1.999156,0.420302,2.824625,-0.155231,-1.543522,NonSpinning
0.345662,-2.610852,-24.776024,12.578735,-0.428489,0.890987,7.927996,-3.489103,-7.138122,-0.055983,0.350605,0.807282,4.080248,0.670977,-0.087204,0.261239,4.478889,-4.636035,0.945353,3.178967,-3.692278,8.997048,3.230294,0.741478,0.10819,-1.595709,-2.218389,-7.010426,-4.893293,-0.654547,-0.06376,0.846451,0.129983,-0.789027,1.494615,0.680948,3.39549,0.383206,-0.49621,-0.053315,-0.025461,NonSpinning
-0.404472,-0.264832,25.088915,1.994077,-1.478026,0.456256,19.394944,1.168845,4.750931,0.370117,0.075901,0.112108,2.865834,0.149021,-0.313098,4.602512,7.708103,-0.126341,1.227189,2.501754,-5.880126,7.113232,5.035531,-0.577154,-3.537474,1.952263,2.05032,4.4805,2.997425,2.038147,-0.203346,-1.635054,-0.008429,0.685337,-0.11452,0.235907,0.891554,0.792101,0.731249,0.142829,0.176664,NonSpinning
0.647093,-1.920844,-16.14931,1.739887,1.932992,-0.910999,-21.405655,0.667613,2.802993,-0.545367,-0.69659,-1.342372,-8.701369,-2.653178,-0.644567,5.641376,13.701334,-8.3613,1.130976,1.985384,-4.819564,-2.807852,10.983933,-2.002671,-5.259108,1.745032,1.831214,1.45365,1.643302,-7.703772,-0.134559,0.28016,-0.029353,-0.282488,-2.048278,1.521423,-3.422926,-1.86608,-3.175936,-2.542788,0.853072,NonSpinning
0.729482,-0.355783,21.39561,22.433064,-0.252734,-0.18098,0.43726,1.963662,6.374464,-0.157657,-0.94573,-1.146661,-14.810838,-5.216661,0.098071,7.636429,-0.850586,-2.346958,0.057591,1.803167,0.741958,3.44307,-0.040896,1.555025,3.316343,-1.567762,-1.432923,-2.820011,-1.90589,-0.17327,0.539588,-0.518154,-0.078201,0.265199,-1.490731,1.906544,-0.575228,-0.095038,-0.280673,-0.141963,-0.004846,NonSpinning
-0.614976,-1.978493,-3.276035,-27.369358,1.261435,-1.847375,-14.207728,6.162203,15.630293,-0.339397,-0.926029,-0.710076,-4.86746,-2.275859,0.216426,1.198297,-0.681596,6.573703,0.715186,1.165411,-2.575056,8.696929,-3.597774,0.85756,0.628393,0.31368,0.215477,1.691634,0.581255,7.076633,-0.20687,-0.726395,0.121827,0.22554,0.782518,-0.398845,1.663558,0.82057,0.795068,0.762415,-0.092547,NonSpinning
0.397363,-2.023313,-8.974704,-4.889825,0.997396,-1.175561,-6.430812,4.70447,12.827495,0.345972,-0.170702,-0.873209,9.311327,2.960682,-1.948715,4.639548,12.878746,-12.756076,1.121476,-1.04192,2.378453,-6.075649,-3.721007,-1.283619,-1.835363,-2.770725,-4.409579,-13.341561,-11.659907,18.138662,4.031664,-14.677264,-0.851489,3.163473,-5.331874,-2.789198,-9.221409,-2.169945,1.879525,-5.998902,2.102595,NonSpinning
-0.284511,-1.534284,2.895659,-1.394778,-0.046438,-0.012712,3.058115,-1.953157,-4.074249,-0.662365,-0.982885,0.510194,-7.06018,-3.488247,1.382361,-3.99649,-14.404824,8.408498,0.15661,0.31851,3.989319,4.956316,-4.568254,-0.131069,-1.569032,1.087428,1.337371,2.092941,2.124922,-7.669291,-2.685912,7.8784,0.210534,-1.794415,0.432624,2.377091,2.114941,-0.309932,-1.145213,-0.378411,1.120448,NonSpinning
-0.248913,-0.338781,15.940541,-1.589552,-0.330014,-0.531238,3.335693,0.00049,2.060012,-0.002095,-0.668848,-0.321036,-3.148617,-1.63757,0.087597,1.298156,-0.198622,-0.391129,0.778874,1.000163,0.277815,1.468856,2.547794,-1.861167,-4.889421,1.47955,1.034569,0.047664,-0.230689,-0.667619,-0.205394,-0.605358,-0.00438,-0.381409,1.016999,-1.654041,0.21262,-0.15495,0.043929,0.109317,-0.197202,Precessing
-0.03399,-0.005523,21.965468,-15.940558,1.531224,-0.809186,-7.889877,-4.809044,-11.071417,-0.364364,-0.099125,0.9417,1.12294,0.489907,0.396497,-1.68588,-0.845564,-4.437789,-0.233665,-0.104007,-3.844034,-0.031478,3.324241,0.710926,2.961717,-1.247009,-0.991821,-2.417818,-1.782095,-0.986382,0.264643,1.266568,-0.154489,-0.468135,-0.382869,-0.293121,-1.528959,0.539778,1.222659,0.670045,-0.279461,AlignedSpins
-0.587456,-2.454157,-26.346313,-10.030354,-0.877459,1.698954,19.763422,0.589555,4.12462,0.23425,-0.765262,-0.682887,-7.003734,-2.337083,0.243164,0.399955,-2.892909,-1.170077,0.134662,-0.006506,-1.617575,0.899266,2.158446,-0.491843,-0.832762,0.145205,-0.018317,-0.862779,-0.805788,0.07593,-0.141678,0.896644,-0.089051,-0.438027,-0.237565,-1.053988,-1.549887,0.293046,1.128208,-0.346535,-0.16506,AlignedSpins
0.45206,-0.393477,22.104782,10.335549,0.663434,-0.951014,-9.019848,-0.242841,-0.105962,-0.564451,-0.642659,0.102001,-0.715513,-0.390064,0.303492,-2.594432,-1.735952,-0.01322,0.274887,-1.044179,-2.610548,-1.036076,2.763533,-1.444232,-2.421928,0.162966,-0.212943,-2.737513,-2.312385,0.853242,-0.177414,1.064737,0.019659,-1.15854,1.174557,-2.542047,-1.617384,-0.639275,-0.675994,1.092005,-0.211718,AlignedSpins
-0.160921,-2.255554,-19.288301,-7.929428,0.043911,0.378615,4.81439,-0.69644,-0.561452,0.08998,0.116069,0.435604,2.512982,0.487045,0.022293,2.709543,2.161546,-1.681375,-0.006138,-0.096014,-2.347708,0.307077,-5.000607,1.100941,2.669874,-0.240424,0.113165,1.406202,1.270136,-1.54635,0.412736,-0.681818,-0.136719,0.809679,-1.469329,2.616424,0.856149,0.91826,0.907046,0.518979,-0.12833,AlignedSpins
-0.685786,-1.302635,12.782119,-18.681604,0.017468,-1.701654,-3.429434,9.086225,22.981217,0.281745,-0.062927,-0.521891,2.572482,-0.302788,0.022488,9.750603,-4.138149,3.64896,-0.753075,-2.446635,6.062447,-9.575695,-8.426464,-0.780569,-1.754554,-0.020133,-1.408415,-5.952185,-2.622059,-15.750612,1.450979,-1.037228,-0.272018,-0.949626,4.909451,-3.826112,2.545454,-0.378448,-2.343528,0.164662,1.374078,Precessing
0.364546,-2.622179,-26.851122,7.333294,0.457134,0.262014,-3.608513,-4.640994,-10.97256,-0.511193,0.337045,1.689324,12.610759,3.308336,0.501849,0.685677,-6.908065,-1.222895,-0.662385,-2.110217,2.232524,-5.843264,-1.728093,-0.865805,-1.052052,-0.082722,-0.423994,-2.604776,-2.131507,0.323824,-0.17125,1.097224,-0.032545,-0.739125,-0.449345,-0.573597,-1.414485,0.155731,0.525771,0.724372,-0.374144,Precessing
0.738603,-1.738166,-15.3462,17.893378,0.407305,0.979019,0.715762,-8.678851,-20.415464,-0.556147,0.220329,1.454643,8.731582,2.826213,0.164739,-5.082107,4.460023,-4.839036,0.548407,0.252056,-4.020282,-0.736749,8.678179,-1.506279,-2.778957,1.067358,1.54364,1.823619,0.615066,2.560943,-1.12149,2.30833,0.063349,-0.641174,-1.790771,1.960704,-0.829846,0.191968,0.302699,-0.067106,0.035782,Precessing
0.094077,-0.318053,22.483349,9.229329,-0.541121,0.310121,10.329333,1.229143,5.504419,-0.041626,-1.174413,-1.117909,-13.454016,-4.84166,0.128295,6.27464,-3.763678,-3.027768,0.581149,0.948152,2.899812,0.540547,-0.727817,-1.302109,-3.691414,1.114623,0.52929,-0.255667,-0.342792,-0.663055,0.089121,-1.114229,-0.21711,0.691608,-2.938682,0.789363,-3.261399,0.260574,1.423517,0.628416,-0.509362,Precessing
-0.222667,-2.153752,-8.4518,-17.708034,1.255364,-1.626316,-13.556086,5.29526,13.70037,-0.188621,-0.75671,-0.689251,-4.17782,-1.857689,0.031252,5.228185,-3.25268,-2.684916,0.245725,0.140938,0.53498,0.716174,-0.763577,-0.774083,-2.150765,0.519168,0.342478,-0.412077,-0.746756,1.528442,-0.904608,2.494822,0.062881,-0.741351,-1.097105,0.486123,-0.952178,0.465924,0.913435,2.007795,-0.642564,Precessing
-0.570458,-0.671011,18.385192,-1.166714,-1.662608,0.52972,22.220751,-0.00465,0.925797,0.457329,0.7557,1.358965,14.613945,3.553411,0.160793,2.755112,-3.736246,-1.680993,-0.410797,-0.986915,1.799172,-4.761646,1.111538,-0.671923,-1.904003,0.156439,0.33407,-1.287595,-0.488186,-5.717317,-0.824487,2.929075,-0.000745,-0.9404,-1.396289,1.532597,-1.225508,-0.575868,-0.750398,-1.410155,0.331614,Precessing
0.67388,-1.731479,-13.253791,12.501429,1.305913,0.35026,-10.908837,-7.360999,-16.661209,-1.240598,-0.999089,0.380121,-7.217782,-2.982602,0.843642,-4.101756,-3.778619,5.931554,0.74991,1.307184,-0.499077,6.668331,-1.5391,-0.059752,-1.068665,0.259294,-0.497688,-1.792835,-1.149358,1.666654,0.287003,-1.789918,0.060433,0.209441,0.062609,1.043187,0.613203,-0.84597,-3.270077,-0.437915,1.536401,Precessing
0.104303,-0.382515,17.052319,13.124122,-1.109893,0.904584,15.132493,-1.796804,-2.608624,0.027983,-0.10394,0.152631,-1.655764,-1.211553,0.006356,4.09632,3.405822,-0.758413,0.36924,2.056049,-3.5227,4.636153,4.319262,1.041302,1.07967,-0.756956,-0.835016,-2.242369,-1.284017,-3.331889,0.397594,-0.357776,-0.180437,0.195195,-0.353856,0.339406,0.181839,0.696136,1.42845,-1.194052,-0.169069,Precessing
-0.314467,-2.281229,-18.04799,-16.068575,1.138685,-0.714748,-10.134395,0.524822,1.470155,-0.417594,-0.44363,0.469255,1.905828,0.306834,0.758658,-1.021882,-8.149015,1.28792,-0.771846,-1.813758,1.738955,-3.712705,-3.465066,0.421252,2.519479,0.067291,0.70002,2.729117,1.690153,3.039256,-0.452482,1.852531,0.098433,-0.717754,-0.369012,0.219556,-1.601866,-0.557336,-1.395326,0.208038,0.842663,Precessing
